site_id,year,month,max_veg,min_veg,mean_veg,med_veg,percent_no_veg,percent_bare_soil,percent_any_veg,percent_sparse_veg,percent_dense_veg
hungry_horse_reservoir_inflow,2001.0,01,0.16516698896884918,-0.29999998211860657,0.16516698896884918,0.11779999732971191,0.03728928997105398,0.03876496963505307,0.9625404392984845,0.5137635507122992,0.02633520631136841
snake_r_nr_heise,2001.0,01,-0.1076553463935852,-0.29999998211860657,-0.1076553463935852,-0.121799997985363,0.9412870046812158,0.02464231555350432,0.05858113008505308,0.0060163512889826595,0.0
pueblo_reservoir_inflow,2001.0,01,0.12089340388774872,-0.29999998211860657,0.12089340388774872,0.08219999819993973,0.14703147565631985,0.13221358339762992,0.8517419431420262,0.4158110273606742,0.006726413041327873
sweetwater_r_nr_alcova,2001.0,01,-0.13346320390701294,-0.29999998211860657,-0.13346320390701294,-0.1589999943971634,0.9434435218549272,0.08354222152592825,0.05624314585618048,0.0028199906000313333,0.0
missouri_r_at_toston,2001.0,01,-0.08968307077884674,-0.29999998211860657,-0.08968307077884674,-0.12789998948574066,0.8308857288817325,0.04686338034544526,0.16892673999780136,0.03730575979203445,0.0
animas_r_at_durango,2001.0,01,0.08902614563703537,-0.29999998211860657,0.08902614563703537,0.0803999975323677,0.21752903907074975,0.06824181626187963,0.7823389651531151,0.40615100316789865,0.005939809926082365
yampa_r_nr_maybell,2001.0,01,-0.022177856415510178,-0.12823332846164703,-0.022177856415510178,-0.0076666660606861115,0.6940198517951383,0.38388340488365097,0.30526920237346533,0.01394547592354598,0.0
libby_reservoir_inflow,2001.0,01,0.01390540786087513,-0.19999998807907104,0.01390540786087513,0.01850000023841858,0.317386640041637,0.13144338109552084,0.6822522225880804,0.06402753141364037,0.0
boise_r_nr_boise,2001.0,01,0.0789937824010849,-0.29999998211860657,0.0789937824010849,0.05779999867081642,0.21630763752893004,0.10842086523055011,0.7823749332383835,0.33683460922200464,0.001032579668862382
green_r_bl_howard_a_hanson_dam,2001.0,01,0.5239731073379517,0.015699999406933784,0.5239731073379517,0.5498999953269958,0.0,0.0,1.0,0.4130244755244755,0.44842657342657344
taylor_park_reservoir_inflow,2001.0,01,0.13145628571510315,-0.29999998211860657,0.13145628571510315,0.11129999905824661,0.14507398051245038,0.10068567304222302,0.8542042583904728,0.514976542764345,0.003247924936845904
dillon_reservoir_inflow,2001.0,01,0.16652725636959076,-0.08479999750852585,0.16652725636959076,0.12489999830722809,0.134765625,0.12081473214285714,0.8646763392857143,0.5106026785714286,0.006138392857142857
ruedi_reservoir_inflow,2001.0,01,0.16080555319786072,-0.29999998211860657,0.16080555319786072,0.12069999426603317,0.10323637853338796,0.05489553461696026,0.8963539532978287,0.5366653011061041,0.0077836952068824255
fontenelle_reservoir_inflow,2001.0,01,-0.12164133042097092,-0.29999998211860657,-0.12164133042097092,-0.14835000038146973,0.9268287223565225,0.048840540782523055,0.07299221058286329,0.0027083892917897754,0.0
weber_r_nr_oakley,2001.0,01,0.11069612950086594,-0.29999998211860657,0.11069612950086594,0.10329999774694443,0.060588574725908825,0.04904789382573572,0.9394114252740912,0.5060588574725908,0.001154068090017311
san_joaquin_river_millerton_reservoir,2001.0,01,0.49388161301612854,-0.29999998211860657,0.49388161301612854,0.5676499605178833,0.010014306151645207,0.008174943797261395,0.989883507050889,0.34385857347230736,0.44374616799509503
merced_river_yosemite_at_pohono_bridge,2001.0,01,0.1432114690542221,-0.29999998211860657,0.1432114690542221,0.11939999461174011,0.09419856459330143,0.050239234449760764,0.9052033492822966,0.5484449760765551,0.005980861244019139
american_river_folsom_lake,2001.0,01,0.28877145051956177,-0.29999998211860657,0.28877145051956177,0.24249999225139618,0.11296062449776145,0.046607737343588564,0.8863505912065205,0.4605097003788314,0.15227872804500056
colville_r_at_kettle_falls,2001.0,01,0.21102620661258698,-0.10499999672174454,0.21102620661258698,0.203699991106987,0.03549300761196672,0.028943175783324483,0.9641529474243229,0.7701363073110284,0.009559214020180564
stehekin_r_at_stehekin,2001.0,01,-0.06568538397550583,-0.29999998211860657,-0.06568538397550583,-0.0771000012755394,0.7641908212560387,0.1403985507246377,0.23580917874396135,0.021135265700483092,0.0
detroit_lake_inflow,2001.0,01,0.4869944453239441,-0.07369999587535858,0.4869944453239441,0.4919999837875366,0.002992092327420389,0.00042744176106005556,0.9970079076725796,0.47296430861295147,0.35862363752938664
virgin_r_at_virtin,2001.0,01,0.0345972441136837,-0.29999998211860657,0.0345972441136837,0.07669999450445175,0.21866559967990398,0.04601380414124237,0.7807342202660799,0.3859157747324197,0.00020006001800540162
skagit_ross_reservoir,2001.0,01,0.3141529858112335,-0.29999998211860657,0.3141529858112335,0.2612999975681305,0.09072264446857281,0.03052237905658101,0.9089154300880685,0.49089154300880683,0.18422005066956207
boysen_reservoir_inflow,2001.0,01,-0.10760124027729034,-0.29999998211860657,-0.10760124027729034,-0.13824999332427979,0.9423559504903685,0.05292826922377529,0.05749857556765144,0.007940452666416128,0.0
pecos_r_nr_pecos,2001.0,01,0.3280021548271179,-0.019099999219179153,0.3280021548271179,0.3021000027656555,0.0037056643726839597,0.006352567496029645,0.9962943356273161,0.7421916357861302,0.08523028057173107
owyhee_r_bl_owyhee_dam,2001.0,01,-0.011854644864797592,-0.29999998211860657,-0.011854644864797592,-0.016999999061226845,0.8429762277392465,0.21391739839541357,0.1550798174659396,0.017124923806856557,8.237096588194593e-06
hungry_horse_reservoir_inflow,2001.0,04,0.25460854172706604,-0.29999998211860657,0.25460854172706604,0.2085999995470047,0.07105965151257165,0.04370282081843464,0.9285430501163516,0.5054770418298428,0.08802996764856122
snake_r_nr_heise,2001.0,04,-0.01566472463309765,-0.29999998211860657,-0.01566472463309765,0.0036499998532235622,0.48925298345091317,0.05418012790927672,0.5106646007780049,0.12364013977714776,0.0
pueblo_reservoir_inflow,2001.0,04,0.2919180691242218,-0.29999998211860657,0.2919180691242218,0.3057999908924103,0.07080538904386018,0.015708152808277445,0.9288780738718421,0.8055077452667814,0.01137555146695155
sweetwater_r_nr_alcova,2001.0,04,-0.021974977105855942,-0.17989999055862427,-0.021974977105855942,-0.042399998754262924,0.8174839417201942,0.04308318972270093,0.1824768917436942,0.09446968510104967,0.0
missouri_r_at_toston,2001.0,04,0.011451870203018188,-0.29999998211860657,0.011451870203018188,0.005549999885261059,0.46711415471964096,0.11963192167665755,0.5325301828105095,0.1346861440368337,0.0
animas_r_at_durango,2001.0,04,0.21819481253623962,-0.10179999470710754,0.21819481253623962,0.18379999697208405,0.27019535374868003,0.03194297782470961,0.7296726504751848,0.45776135163674764,0.01333157338965153
yampa_r_nr_maybell,2001.0,04,0.08753561973571777,-0.12680000066757202,0.08753561973571777,0.09246666729450226,0.12288425254983457,0.04897323015504088,0.8769243389570972,0.4783298241776271,0.0
libby_reservoir_inflow,2001.0,04,0.07548471540212631,-0.19999998807907104,0.07548471540212631,0.07423333078622818,0.2272934878434788,0.09407628495862853,0.772409104910406,0.4159346553793536,0.0
boise_r_nr_boise,2001.0,04,0.36583003401756287,-0.10409999638795853,0.36583003401756287,0.4177999794483185,0.06256008545486914,0.02097204913654976,0.9371906711767848,0.6550471782090084,0.018337190671176784
green_r_bl_howard_a_hanson_dam,2001.0,04,0.5808508992195129,-0.055399999022483826,0.5808508992195129,0.6466000080108643,0.0026223776223776225,0.0017482517482517483,0.9973776223776224,0.24606643356643357,0.5913461538461539
taylor_park_reservoir_inflow,2001.0,04,0.15652991831302643,-0.29999998211860657,0.15652991831302643,0.11050000041723251,0.2663298448213641,0.041862143630458315,0.7333092746300974,0.4745579213280404,0.0010826416456153013
