datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2022-10-01 00:00:00+00:00,18.6,A,09315000,2830.0,A,891.0,A,7.6,A,,
2022-10-02 00:00:00+00:00,17.6,A,09315000,3410.0,A,902.0,A,7.5,A,,
2022-10-03 00:00:00+00:00,17.8,A,09315000,2840.0,A,758.0,A,7.7,A,,
2022-10-04 00:00:00+00:00,17.8,A,09315000,2810.0,A,725.0,A,7.8,A,2930.0,A
2022-10-05 00:00:00+00:00,17.6,A,09315000,2880.0,A,703.0,A,7.9,A,1780.0,"A, [4]"
2022-10-06 00:00:00+00:00,16.9,A,09315000,3040.0,A,704.0,A,8.1,A,,
2022-10-07 00:00:00+00:00,16.9,A,09315000,3650.0,A,732.0,A,7.8,A,,
2022-10-08 00:00:00+00:00,17.1,A,09315000,3290.0,A,720.0,A,7.9,A,,
2022-10-09 00:00:00+00:00,17.2,A,09315000,2930.0,A,747.0,A,8.1,A,,
2022-10-10 00:00:00+00:00,16.7,A,09315000,2760.0,A,975.0,A,7.9,A,,
2022-10-11 00:00:00+00:00,16.2,A,09315000,2650.0,A,882.0,A,8.1,"A, [4]",,
2022-10-12 00:00:00+00:00,15.8,A,09315000,2570.0,A,817.0,A,8.3,"A, [4]",,
2022-10-13 00:00:00+00:00,15.6,A,09315000,2480.0,A,,,,,,
2022-10-14 00:00:00+00:00,15.2,A,09315000,2460.0,A,,,,,,
2022-10-15 00:00:00+00:00,14.8,A,09315000,2450.0,A,722.0,A,8.8,A,632.0,A
2022-10-16 00:00:00+00:00,14.2,A,09315000,2430.0,A,718.0,A,8.9,A,472.0,A
2022-10-17 00:00:00+00:00,13.8,A,09315000,2410.0,A,717.0,A,9.1,A,369.0,A
2022-10-18 00:00:00+00:00,13.9,A,09315000,2430.0,A,720.0,A,9.2,A,281.0,A
2022-10-19 00:00:00+00:00,13.8,A,09315000,2450.0,A,717.0,A,9.2,A,247.0,A
2022-10-20 00:00:00+00:00,13.7,A,09315000,2430.0,A,719.0,A,9.2,A,228.0,A
2022-10-21 00:00:00+00:00,13.5,A,09315000,2430.0,A,724.0,A,9.2,A,207.0,A
2022-10-22 00:00:00+00:00,12.9,A,09315000,2440.0,A,728.0,A,9.1,A,213.0,A
2022-10-23 00:00:00+00:00,11.9,A,09315000,2730.0,A,771.0,A,9.2,A,,
2022-10-24 00:00:00+00:00,10.9,A,09315000,2480.0,A,714.0,A,9.7,A,442.0,A
2022-10-25 00:00:00+00:00,10.2,A,09315000,2810.0,A,708.0,A,10.0,A,240.0,A
2022-10-26 00:00:00+00:00,9.4,A,09315000,2930.0,A,708.0,A,10.2,A,212.0,A
2022-10-27 00:00:00+00:00,8.3,A,09315000,2790.0,A,677.0,A,10.4,A,,
2022-10-28 00:00:00+00:00,7.9,A,09315000,2720.0,A,672.0,A,10.6,A,,
2022-10-29 00:00:00+00:00,7.9,A,09315000,2640.0,A,705.0,A,10.6,A,605.0,A
2022-10-30 00:00:00+00:00,7.8,A,09315000,2620.0,A,711.0,A,10.7,A,335.0,A
2022-10-31 00:00:00+00:00,8.2,A,09315000,2660.0,A,708.0,A,10.6,A,220.0,A
2022-11-01 00:00:00+00:00,8.1,A,09315000,2660.0,A,713.0,A,10.6,A,204.0,A
2022-11-02 00:00:00+00:00,8.0,A,09315000,2630.0,A,714.0,A,10.5,A,186.0,A
2022-11-03 00:00:00+00:00,8.1,A,09315000,2640.0,A,712.0,A,10.5,A,169.0,A
2022-11-04 00:00:00+00:00,7.6,A,09315000,2670.0,A,709.0,A,10.7,A,198.0,A
2022-11-05 00:00:00+00:00,7.5,A,09315000,2680.0,A,705.0,A,10.8,A,173.0,A
2022-11-06 00:00:00+00:00,7.8,A,09315000,2720.0,A,700.0,A,10.7,A,121.0,A
