datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,32295_Mean,32295_Mean_cd,32316_Mean,32316_Mean_cd,32319_Mean,32319_Mean_cd
2022-10-01 00:00:00+00:00,12.0,A,14162200,309.0,A,33.0,A,10.5,A,10.34,P,0.48,P,0.09,P
2022-10-02 00:00:00+00:00,12.1,A,14162200,308.0,A,33.0,A,10.5,A,10.31,P,0.46,P,0.08,P
2022-10-03 00:00:00+00:00,12.3,A,14162200,308.0,A,33.0,A,10.5,A,10.28,P,0.46,P,0.09,P
2022-10-04 00:00:00+00:00,12.4,A,14162200,307.0,A,33.0,A,10.4,A,10.26,P,0.44,P,0.08,P
2022-10-05 00:00:00+00:00,12.6,A,14162200,306.0,A,34.0,A,10.4,A,10.22,P,0.42,P,0.08,P
2022-10-06 00:00:00+00:00,12.8,A,14162200,306.0,A,34.0,A,10.3,A,10.17,P,0.44,P,0.06,P
2022-10-07 00:00:00+00:00,13.0,A,14162200,305.0,A,34.0,A,10.3,A,10.17,P,0.44,P,0.06,P
2022-10-08 00:00:00+00:00,13.2,A,14162200,304.0,A,34.0,A,10.2,A,10.14,P,0.42,P,0.06,P
2022-10-09 00:00:00+00:00,13.4,A,14162200,304.0,A,35.0,A,10.2,A,10.13,P,0.41,P,0.05,P
2022-10-10 00:00:00+00:00,13.7,A,14162200,303.0,A,35.0,A,10.1,A,10.05,P,0.41,P,0.04,P
2022-10-11 00:00:00+00:00,14.0,A,14162200,302.0,A,35.0,A,10.1,A,10.04,P,0.4,P,0.04,P
2022-10-12 00:00:00+00:00,14.3,A,14162200,364.0,A,35.0,A,10.0,A,9.95,P,0.44,P,0.05,P
2022-10-13 00:00:00+00:00,14.9,A,14162200,482.0,A,35.0,A,10.0,A,9.89,P,0.42,P,0.03,P
2022-10-14 00:00:00+00:00,15.5,A,14162200,479.0,A,35.0,A,9.8,A,9.7,P,0.39,P,0.02,P
2022-10-15 00:00:00+00:00,16.2,A,14162200,477.0,A,35.0,A,9.6,A,9.24,P,0.38,P,0.01,P
2022-10-16 00:00:00+00:00,16.9,A,14162200,475.0,A,36.0,A,9.5,A,8.39,P,0.35,P,0.01,P
2022-10-17 00:00:00+00:00,17.4,A,14162200,472.0,A,37.0,A,9.5,A,7.35,P,0.39,P,-0.0,P
2022-10-18 00:00:00+00:00,17.6,A,14162200,469.0,A,37.0,A,9.4,A,5.94,P,0.48,P,-0.01,P
2022-10-19 00:00:00+00:00,17.6,A,14162200,467.0,A,37.0,A,9.4,A,5.03,P,0.62,P,0.0,P
2022-10-20 00:00:00+00:00,17.6,A,14162200,464.0,A,37.0,A,9.4,A,4.74,P,0.64,P,-0.01,P
2022-10-21 00:00:00+00:00,17.6,A,14162200,486.0,A,37.0,A,9.4,A,4.58,P,0.71,P,-0.0,P
2022-10-22 00:00:00+00:00,17.6,A,14162200,629.0,A,36.0,A,9.4,A,4.65,P,1.03,P,0.0,P
2022-10-23 00:00:00+00:00,17.2,A,14162200,670.0,A,37.0,A,9.7,A,5.23,P,1.1,P,0.0,P
2022-10-24 00:00:00+00:00,16.7,A,14162200,663.0,A,37.0,A,9.7,A,5.75,P,1.01,P,0.0,P
2022-10-25 00:00:00+00:00,16.5,A,14162200,658.0,A,37.0,A,9.8,"A, [4]",5.7,"P, [4]",0.94,"P, [4]",0.0,"P, [4]"
2022-10-26 00:00:00+00:00,16.1,A,14162200,652.0,A,37.0,A,9.9,A,6.31,P,0.95,P,0.01,P
2022-10-27 00:00:00+00:00,15.4,A,14162200,645.0,A,37.0,A,10.0,A,7.51,P,1.01,P,0.01,P
2022-10-28 00:00:00+00:00,15.3,A,14162200,639.0,A,37.0,A,10.0,A,7.26,P,0.91,P,0.01,P
2022-10-29 00:00:00+00:00,15.4,A,14162200,633.0,A,37.0,A,10.0,A,6.17,P,0.85,P,0.0,P
2022-10-30 00:00:00+00:00,15.5,A,14162200,625.0,A,37.0,A,10.0,A,5.74,P,0.85,P,0.0,P
2022-10-31 00:00:00+00:00,15.6,A,14162200,617.0,A,37.0,A,9.9,A,5.46,P,0.83,P,-0.0,P
2022-11-01 00:00:00+00:00,15.7,A,14162200,796.0,A,37.0,A,9.9,A,5.12,P,1.07,P,0.01,P
2022-11-02 00:00:00+00:00,15.4,A,14162200,859.0,A,37.0,A,10.1,A,5.1,P,1.21,P,0.02,P
2022-11-03 00:00:00+00:00,14.5,A,14162200,841.0,A,38.0,A,10.3,A,5.95,P,1.1,P,0.02,P
2022-11-04 00:00:00+00:00,13.8,A,14162200,900.0,A,38.0,A,10.4,A,7.82,P,1.17,P,0.02,P
2022-11-05 00:00:00+00:00,11.9,A,14162200,1710.0,A,32.0,A,11.3,A,20.56,P,1.76,P,0.1,P
2022-11-06 00:00:00+00:00,10.9,A,14162200,1810.0,A,30.0,"A, [4]",11.4,"A, [4]",21.79,"P, [4]",1.26,"P, [4]",0.07,"P, [4]"
2022-11-07 00:00:00+00:00,10.3,A,14162200,1590.0,A,32.0,A,11.5,A,17.43,P,0.9,P,0.05,P
2022-11-08 00:00:00+00:00,9.9,A,14162200,1060.0,A,34.0,A,11.4,A,14.96,P,0.85,P,0.05,P
2022-11-09 00:00:00+00:00,9.4,A,14162200,704.0,A,35.0,A,11.5,A,13.78,P,0.82,P,0.05,P
2022-11-10 00:00:00+00:00,9.2,A,14162200,554.0,A,35.0,A,11.5,A,13.05,P,0.84,P,0.06,P
2022-11-11 00:00:00+00:00,9.2,A,14162200,685.0,A,36.0,A,11.5,A,12.62,P,0.97,P,0.06,P
2022-11-12 00:00:00+00:00,9.5,A,14162200,706.0,A,36.0,A,11.4,A,12.39,P,1.13,P,0.06,P
2022-11-13 00:00:00+00:00,9.4,A,14162200,600.0,A,36.0,A,11.4,A,12.14,P,1.26,P,0.07,P
2022-11-14 00:00:00+00:00,9.0,A,14162200,488.0,A,37.0,A,11.4,A,11.89,P,1.36,P,0.09,P
2022-11-15 00:00:00+00:00,8.2,A,14162200,412.0,A,38.0,A,11.6,A,11.56,P,1.4,P,0.11,P
2022-11-16 00:00:00+00:00,6.9,A,14162200,225.0,A,41.0,A,11.8,A,11.11,P,1.31,P,0.11,P
2022-11-17 00:00:00+00:00,6.2,A,14162200,96.0,A,43.0,A,11.9,A,10.93,P,1.29,P,0.12,P
2022-11-18 00:00:00+00:00,6.0,A,14162200,65.1,A,42.0,A,12.0,A,10.76,P,1.39,P,0.12,P
2022-11-19 00:00:00+00:00,5.2,A,14162200,91.4,A,42.0,A,12.3,A,10.73,P,1.39,P,0.13,P
2022-11-20 00:00:00+00:00,4.6,A,14162200,95.6,A,42.0,A,12.5,A,10.61,P,1.41,P,0.13,P
2022-11-21 00:00:00+00:00,3.9,A,14162200,95.7,A,42.0,A,12.8,A,10.22,P,1.23,P,0.13,P
2022-11-22 00:00:00+00:00,3.9,A,14162200,100.0,A,42.0,A,12.8,A,10.09,P,1.05,P,0.11,P
2022-11-23 00:00:00+00:00,4.1,A,14162200,186.0,A,42.0,A,12.8,A,10.41,P,0.91,P,0.1,P
