datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,63680_Mean,63680_Mean_cd
2022-10-01 00:00:00+00:00,12.3,P,12340500,1420.0,A,320.0,A,2.8,A
2022-10-02 00:00:00+00:00,12.3,P,12340500,1540.0,A,326.0,A,3.6,A
2022-10-03 00:00:00+00:00,13.1,P,12340500,1590.0,A,328.0,A,4.2,A
2022-10-04 00:00:00+00:00,12.9,P,12340500,1550.0,A,330.0,A,3.7,A
2022-10-05 00:00:00+00:00,12.7,P,12340500,1530.0,A,329.0,A,3.2,A
2022-10-06 00:00:00+00:00,12.4,P,12340500,1510.0,A,325.0,A,2.8,A
2022-10-07 00:00:00+00:00,12.2,P,12340500,1480.0,A,324.0,A,2.6,A
2022-10-08 00:00:00+00:00,11.6,P,12340500,1480.0,A,323.0,A,2.6,A
2022-10-09 00:00:00+00:00,11.4,P,12340500,1470.0,A,321.0,A,2.6,A
2022-10-10 00:00:00+00:00,11.1,P,12340500,1460.0,A,319.0,A,2.3,A
2022-10-11 00:00:00+00:00,11.6,P,12340500,1430.0,A,320.0,A,2.4,A
2022-10-12 00:00:00+00:00,11.1,P,12340500,1430.0,A,320.0,A,2.2,A
2022-10-13 00:00:00+00:00,10.7,P,12340500,1410.0,A,321.0,A,2.2,A
2022-10-14 00:00:00+00:00,10.1,P,12340500,1420.0,A,322.0,A,2.2,A
2022-10-15 00:00:00+00:00,10.3,P,12340500,1410.0,A,322.0,A,2.1,A
2022-10-16 00:00:00+00:00,9.5,P,12340500,1400.0,A,322.0,A,2.1,A
2022-10-17 00:00:00+00:00,8.8,A,12340500,1390.0,A,323.0,A,2.0,A
2022-10-18 00:00:00+00:00,8.2,A,12340500,1390.0,A,324.0,A,2.0,A
2022-10-19 00:00:00+00:00,7.9,A,12340500,1390.0,A,325.0,A,2.0,A
2022-10-20 00:00:00+00:00,7.5,A,12340500,1380.0,A,325.0,A,1.9,A
2022-10-21 00:00:00+00:00,8.3,A,12340500,1390.0,A,328.0,A,1.7,A
2022-10-22 00:00:00+00:00,7.7,A,12340500,1460.0,A,324.0,A,1.7,A
2022-10-23 00:00:00+00:00,6.9,A,12340500,1530.0,A,324.0,A,1.8,A
2022-10-24 00:00:00+00:00,6.4,A,12340500,1550.0,A,324.0,A,1.7,A
2022-10-25 00:00:00+00:00,6.4,A,12340500,1550.0,A,326.0,A,1.6,A
2022-10-26 00:00:00+00:00,5.6,A,12340500,1550.0,A,328.0,A,1.6,A
2022-10-27 00:00:00+00:00,5.5,A,12340500,1530.0,A,328.0,A,1.5,A
2022-10-28 00:00:00+00:00,4.8,A,12340500,1510.0,A,331.0,A,1.3,A
2022-10-29 00:00:00+00:00,5.2,A,12340500,1500.0,A,331.0,A,1.3,A
2022-10-30 00:00:00+00:00,5.3,A,12340500,1480.0,A,331.0,A,1.3,A
2022-10-31 00:00:00+00:00,6.6,A,12340500,1470.0,A,332.0,A,1.4,A
2022-11-01 00:00:00+00:00,7.4,A,12340500,1470.0,A,330.0,A,1.6,A
2022-11-02 00:00:00+00:00,,,12340500,1500.0,A,,,,
