datetime,00060_Mean,00060_Mean_cd,site_no,00065_Mean,00065_Mean_cd,30208_m^3/s_Mean,30208_m^3/s_Mean_cd,99065_meters_Mean,99065_meters_Mean_cd
2022-10-24 00:00:00+00:00,54.4,A,12306500,3.35,A,1.54,P,1.022,P
2022-10-25 00:00:00+00:00,54.1,A,12306500,3.35,A,1.53,P,1.021,P
2022-10-26 00:00:00+00:00,53.7,A,12306500,3.35,A,1.52,P,1.02,P
2022-10-27 00:00:00+00:00,52.3,A,12306500,3.34,A,1.48,P,1.018,P
2022-10-28 00:00:00+00:00,51.8,A,12306500,3.34,A,1.47,P,1.017,P
2022-10-29 00:00:00+00:00,50.6,A,12306500,3.33,A,1.43,P,1.015,P
2022-10-30 00:00:00+00:00,50.6,A,12306500,3.33,A,1.43,P,1.015,P
2022-10-31 00:00:00+00:00,67.6,A,12306500,3.41,A,1.91,P,1.041,P
2022-11-01 00:00:00+00:00,108.0,A,12306500,3.6,A,3.07,P,1.098,P
2022-11-02 00:00:00+00:00,92.5,A,12306500,3.54,A,2.62,P,1.078,P
2022-11-03 00:00:00+00:00,76.9,A,12306500,3.47,A,2.18,P,1.057,P
2022-11-04 00:00:00+00:00,74.0,A,12306500,3.45,A,2.09,P,1.053,P
2022-11-05 00:00:00+00:00,96.4,A,12306500,3.55,A,2.73,P,1.082,P
2022-11-06 00:00:00+00:00,95.0,A,12306500,3.55,A,2.69,P,1.081,P
2022-11-07 00:00:00+00:00,79.2,"A, e",12306500,3.52,A,2.24,"P, e",1.072,P
2022-11-08 00:00:00+00:00,67.8,"A, e",12306500,3.5,A,1.92,"P, e",1.068,P
2022-11-09 00:00:00+00:00,52.3,"A, e",12306500,3.46,A,1.48,"P, e",1.054,P
2022-11-10 00:00:00+00:00,48.2,"A, e",12306500,3.53,A,1.36,"P, e",1.075,P
2022-11-11 00:00:00+00:00,46.3,"A, e",12306500,3.55,A,1.31,"P, e",1.083,P
2022-11-12 00:00:00+00:00,45.1,"A, e",12306500,3.52,A,1.28,"P, e",1.074,P
2022-11-13 00:00:00+00:00,44.1,"A, e",12306500,3.53,A,1.25,"P, e",1.074,P
2022-11-14 00:00:00+00:00,43.5,"A, e",12306500,3.54,A,1.23,"P, e",1.08,P
2022-11-15 00:00:00+00:00,43.0,"A, e",12306500,3.53,A,1.22,"P, e",1.076,P
2022-11-16 00:00:00+00:00,42.7,"A, e",12306500,3.45,A,1.21,"P, e",1.052,P
2022-11-17 00:00:00+00:00,42.5,"A, e",12306500,3.35,A,1.2,"P, e",1.022,P
2022-11-18 00:00:00+00:00,41.7,"A, e",12306500,3.34,A,1.18,"P, e",1.017,P
2022-11-19 00:00:00+00:00,41.2,"A, e",12306500,3.52,A,1.17,"P, e",1.073,P
2022-11-20 00:00:00+00:00,41.0,"A, e",12306500,3.55,A,1.16,"P, e",1.083,P
2022-11-21 00:00:00+00:00,40.8,"A, e",12306500,3.59,A,1.16,"P, e",1.094,P
2022-11-22 00:00:00+00:00,43.4,"A, e",12306500,3.59,A,1.23,"P, e",1.094,P
2022-11-23 00:00:00+00:00,47.1,"A, e",12306500,3.6,A,1.34,"P, e",1.098,P
2022-11-24 00:00:00+00:00,51.3,"A, e",12306500,3.56,A,1.45,"P, e",1.085,P
2022-11-25 00:00:00+00:00,57.2,"A, e",12306500,3.4,A,1.62,"P, e",1.037,P
2022-11-26 00:00:00+00:00,58.6,"A, e",12306500,3.38,A,1.66,"P, e",1.032,P
2022-11-27 00:00:00+00:00,58.2,"A, e",12306500,3.4,A,1.65,"P, e",1.036,P
2022-11-28 00:00:00+00:00,53.2,"A, e",12306500,3.82,A,1.51,"P, e",1.165,P
2022-11-29 00:00:00+00:00,51.4,"A, e",12306500,3.85,A,1.46,"P, e",1.173,P
2022-11-30 00:00:00+00:00,53.3,"A, e",12306500,3.86,A,1.51,"P, e",1.176,P
2022-12-01 00:00:00+00:00,57.6,"A, e",12306500,3.89,A,1.63,"P, e",1.187,P
2022-12-02 00:00:00+00:00,57.8,"A, e",12306500,3.81,A,1.64,"P, e",1.163,P
2022-12-03 00:00:00+00:00,53.5,"A, e",12306500,3.81,A,1.52,"P, e",1.16,P
2022-12-04 00:00:00+00:00,50.7,"A, e",12306500,3.72,A,1.43,"P, e",1.132,P
2022-12-05 00:00:00+00:00,50.9,"A, e",12306500,3.71,A,1.44,"P, e",1.13,P
2022-12-06 00:00:00+00:00,54.1,"A, e",12306500,3.77,A,1.53,"P, e",1.148,P
2022-12-07 00:00:00+00:00,55.8,"A, e",12306500,3.73,A,1.58,"P, e",1.136,P
2022-12-08 00:00:00+00:00,55.9,"A, e",12306500,3.69,A,1.58,"P, e",1.124,P
2022-12-09 00:00:00+00:00,55.8,"A, e",12306500,3.68,A,1.58,"P, e",1.121,P
2022-12-10 00:00:00+00:00,55.7,"A, e",12306500,3.66,A,1.58,"P, e",1.116,P
2022-12-11 00:00:00+00:00,55.8,"A, e",12306500,3.59,A,1.58,"P, e",1.094,P
2022-12-12 00:00:00+00:00,56.2,"A, e",12306500,3.39,A,1.59,"P, e",1.034,P
2022-12-13 00:00:00+00:00,57.1,"A, e",12306500,3.8,A,1.62,"P, e",1.157,P
2022-12-14 00:00:00+00:00,57.6,"A, e",12306500,3.5,A,1.63,"P, e",1.068,P
2022-12-15 00:00:00+00:00,57.7,"A, e",12306500,3.37,A,1.63,"P, e",1.027,P
2022-12-16 00:00:00+00:00,57.7,A,12306500,3.37,A,1.63,P,1.027,P
2022-12-17 00:00:00+00:00,57.7,A,12306500,3.37,A,1.63,P,1.027,P
2022-12-18 00:00:00+00:00,58.3,"A, e",12306500,3.38,A,1.65,"P, e",1.03,P
2022-12-19 00:00:00+00:00,58.4,"A, e",12306500,3.47,A,1.65,"P, e",1.058,P
2022-12-20 00:00:00+00:00,53.1,"A, e",12306500,3.53,A,1.5,"P, e",1.075,P
2022-12-21 00:00:00+00:00,50.2,"A, e",12306500,3.72,A,1.42,"P, e",1.135,P
2022-12-22 00:00:00+00:00,49.9,"A, e",12306500,3.78,A,1.41,"P, e",1.153,P
2022-12-23 00:00:00+00:00,45.1,"A, e",12306500,3.79,A,1.28,"P, e",1.156,P
2022-12-24 00:00:00+00:00,40.6,"A, e",12306500,3.81,A,1.15,"P, e",1.161,P
2022-12-25 00:00:00+00:00,42.0,"A, e",12306500,3.82,A,1.19,"P, e",1.166,P
2022-12-26 00:00:00+00:00,53.7,"A, e",12306500,3.88,A,1.52,"P, e",1.181,P
2022-12-27 00:00:00+00:00,135.0,"A, e",12306500,4.01,A,3.84,"P, e",1.223,P
2022-12-28 00:00:00+00:00,118.0,"A, e",12306500,4.05,A,3.35,"P, e",1.234,P
2022-12-29 00:00:00+00:00,92.8,"A, e",12306500,4.04,A,2.63,"P, e",1.232,P
2022-12-30 00:00:00+00:00,85.0,"A, e",12306500,4.01,A,2.41,"P, e",1.223,P
2022-12-31 00:00:00+00:00,81.2,"A, e",12306500,4.0,A,2.3,"P, e",1.218,P
2023-01-01 00:00:00+00:00,77.3,"A, e",12306500,3.96,A,2.19,"P, e",1.207,P
2023-01-02 00:00:00+00:00,74.2,"A, e",12306500,3.77,A,2.1,"P, e",1.148,P
2023-01-03 00:00:00+00:00,72.2,"A, e",12306500,3.57,A,2.04,"P, e",1.09,P
2023-01-04 00:00:00+00:00,71.2,"A, e",12306500,3.48,A,2.02,"P, e",1.06,P
2023-01-05 00:00:00+00:00,71.0,"A, e",12306500,3.45,A,2.01,"P, e",1.052,P
2023-01-06 00:00:00+00:00,71.2,"A, e",12306500,3.45,A,2.02,"P, e",1.052,P
2023-01-07 00:00:00+00:00,71.2,"A, e",12306500,3.44,A,2.02,"P, e",1.049,P
2023-01-08 00:00:00+00:00,71.2,"A, e",12306500,3.44,A,2.02,"P, e",1.049,P
2023-01-09 00:00:00+00:00,71.2,"A, e",12306500,3.44,A,2.02,"P, e",1.049,P
2023-01-10 00:00:00+00:00,71.2,"A, e",12306500,3.44,A,2.02,"P, e",1.049,P
2023-01-11 00:00:00+00:00,70.9,"A, e",12306500,3.44,A,2.01,"P, e",1.048,P
2023-01-12 00:00:00+00:00,71.2,"A, e",12306500,3.44,A,2.02,"P, e",1.049,P
2023-01-13 00:00:00+00:00,71.2,"A, e",12306500,3.44,A,2.02,"P, e",1.049,P
2023-01-14 00:00:00+00:00,73.3,"A, e",12306500,3.45,A,2.08,"P, e",1.052,P
2023-01-15 00:00:00+00:00,80.3,"A, e",12306500,3.48,A,2.27,"P, e",1.062,P
2023-01-16 00:00:00+00:00,81.8,"A, e",12306500,3.49,A,2.32,"P, e",1.064,P
2023-01-17 00:00:00+00:00,81.8,"A, e",12306500,3.49,A,2.32,"P, e",1.064,P
2023-01-18 00:00:00+00:00,80.1,"A, e",12306500,3.48,A,2.27,"P, e",1.061,P
2023-01-19 00:00:00+00:00,78.2,"A, e",12306500,3.47,A,2.22,"P, e",1.059,P
2023-01-20 00:00:00+00:00,76.1,"A, e",12306500,3.46,A,2.15,"P, e",1.056,P
2023-01-21 00:00:00+00:00,75.0,"A, e",12306500,3.46,A,2.12,"P, e",1.054,P
2023-01-22 00:00:00+00:00,73.3,"A, e",12306500,3.46,A,2.07,"P, e",1.053,P
2023-01-23 00:00:00+00:00,72.1,"A, e",12306500,3.59,A,2.04,"P, e",1.095,P
2023-01-24 00:00:00+00:00,71.2,"A, e",12306500,3.44,A,2.02,"P, e",1.05,P
2023-01-25 00:00:00+00:00,69.5,"A, e",12306500,3.43,A,1.97,"P, e",1.046,P
2023-01-26 00:00:00+00:00,69.2,"A, e",12306500,3.43,A,1.96,"P, e",1.045,P
2023-01-27 00:00:00+00:00,69.9,"A, e",12306500,3.43,A,1.98,"P, e",1.047,P
2023-01-28 00:00:00+00:00,64.9,"A, e",12306500,3.45,A,1.84,"P, e",1.053,P
2023-01-29 00:00:00+00:00,51.0,"A, e",12306500,3.55,A,1.44,"P, e",1.083,P
2023-01-30 00:00:00+00:00,47.5,"A, e",12306500,3.78,A,1.35,"P, e",1.152,P
2023-01-31 00:00:00+00:00,61.2,"A, e",12306500,3.76,A,1.73,"P, e",1.147,P
2023-02-01 00:00:00+00:00,63.6,"A, e",12306500,3.79,A,1.8,"P, e",1.155,P
2023-02-02 00:00:00+00:00,64.5,"A, e",12306500,3.78,A,1.83,"P, e",1.152,P
2023-02-03 00:00:00+00:00,62.7,"A, e",12306500,3.78,A,1.77,"P, e",1.153,P
2023-02-04 00:00:00+00:00,64.4,"A, e",12306500,3.8,A,1.82,"P, e",1.159,P
2023-02-05 00:00:00+00:00,62.7,"A, e",12306500,3.78,A,1.78,"P, e",1.152,P
2023-02-06 00:00:00+00:00,62.8,"A, e",12306500,3.65,A,1.78,"P, e",1.112,P
2023-02-07 00:00:00+00:00,62.3,"A, e",12306500,3.45,A,1.76,"P, e",1.051,P
2023-02-08 00:00:00+00:00,64.2,"A, e",12306500,3.44,A,1.82,"P, e",1.049,P
2023-02-09 00:00:00+00:00,60.0,"A, e",12306500,3.42,A,1.7,"P, e",1.044,P
2023-02-10 00:00:00+00:00,61.1,"A, e",12306500,3.42,A,1.73,"P, e",1.042,P
2023-02-11 00:00:00+00:00,58.4,"A, e",12306500,3.47,A,1.65,"P, e",1.057,P
2023-02-12 00:00:00+00:00,58.1,"A, e",12306500,3.48,A,1.65,"P, e",1.062,P
2023-02-13 00:00:00+00:00,63.1,"A, e",12306500,3.41,A,1.79,"P, e",1.038,P
2023-02-14 00:00:00+00:00,63.3,A,12306500,3.4,A,1.79,P,1.036,P
2023-02-15 00:00:00+00:00,61.7,A,12306500,3.39,A,1.75,P,1.034,P
2023-02-16 00:00:00+00:00,63.6,A,12306500,3.4,A,1.8,P,1.036,P
2023-02-17 00:00:00+00:00,62.7,A,12306500,3.4,A,1.77,P,1.035,P
2023-02-18 00:00:00+00:00,61.3,A,12306500,3.39,A,1.74,P,1.033,P
2023-02-19 00:00:00+00:00,61.4,A,12306500,3.39,A,1.74,P,1.033,P
2023-02-20 00:00:00+00:00,58.4,"A, e",12306500,3.39,A,1.65,"P, e",1.033,P
2023-02-21 00:00:00+00:00,63.3,"A, e",12306500,3.49,A,1.79,"P, e",1.062,P
2023-02-22 00:00:00+00:00,60.0,"A, e",12306500,3.56,A,1.7,"P, e",1.085,P
2023-02-23 00:00:00+00:00,57.0,"A, e",12306500,3.67,A,1.61,"P, e",1.119,P
2023-02-24 00:00:00+00:00,63.8,"A, e",12306500,3.81,A,1.81,"P, e",1.16,P
2023-02-25 00:00:00+00:00,67.4,"A, e",12306500,3.83,A,1.91,"P, e",1.168,P
2023-02-26 00:00:00+00:00,64.8,"A, e",12306500,3.83,A,1.84,"P, e",1.168,P
2023-02-27 00:00:00+00:00,64.6,"A, e",12306500,3.83,A,1.83,"P, e",1.167,P
2023-02-28 00:00:00+00:00,63.1,"A, e",12306500,3.82,A,1.79,"P, e",1.164,P
2023-03-01 00:00:00+00:00,62.7,"A, e",12306500,3.81,A,1.78,"P, e",1.161,P
2023-03-02 00:00:00+00:00,60.9,"A, e",12306500,3.81,A,1.72,"P, e",1.16,P
2023-03-03 00:00:00+00:00,58.4,"A, e",12306500,3.82,A,1.65,"P, e",1.164,P
2023-03-04 00:00:00+00:00,57.5,"A, e",12306500,3.81,A,1.63,"P, e",1.163,P
2023-03-05 00:00:00+00:00,56.7,"A, e",12306500,3.74,A,1.6,"P, e",1.138,P
2023-03-06 00:00:00+00:00,55.8,"A, e",12306500,3.65,A,1.58,"P, e",1.114,P
2023-03-07 00:00:00+00:00,54.9,"A, e",12306500,3.54,A,1.56,"P, e",1.078,P
2023-03-08 00:00:00+00:00,54.5,"A, e",12306500,3.46,A,1.54,"P, e",1.055,P
2023-03-09 00:00:00+00:00,54.2,"A, e",12306500,3.48,A,1.53,"P, e",1.061,P
2023-03-10 00:00:00+00:00,54.8,"A, e",12306500,3.56,A,1.55,"P, e",1.085,P
2023-03-11 00:00:00+00:00,55.4,"A, e",12306500,3.45,A,1.57,"P, e",1.052,P
2023-03-12 00:00:00+00:00,56.4,"A, e",12306500,3.4,A,1.6,"P, e",1.037,P
2023-03-13 00:00:00+00:00,59.5,"A, e",12306500,3.42,A,1.68,"P, e",1.042,P
2023-03-14 00:00:00+00:00,72.5,"A, e",12306500,3.49,A,2.05,"P, e",1.063,P
2023-03-15 00:00:00+00:00,65.0,"A, e",12306500,3.51,A,1.84,"P, e",1.071,P
2023-03-16 00:00:00+00:00,61.6,"A, e",12306500,3.56,A,1.75,"P, e",1.085,P
2023-03-17 00:00:00+00:00,60.2,"A, e",12306500,3.46,A,1.7,"P, e",1.054,P
2023-03-18 00:00:00+00:00,62.1,"A, e",12306500,3.45,A,1.76,"P, e",1.05,P
2023-03-19 00:00:00+00:00,66.7,"A, e",12306500,3.45,A,1.89,"P, e",1.051,P
2023-03-20 00:00:00+00:00,76.3,"A, e",12306500,3.46,A,2.16,"P, e",1.054,P
2023-03-21 00:00:00+00:00,79.0,A,12306500,3.46,A,2.24,P,1.055,P
2023-03-22 00:00:00+00:00,82.5,A,12306500,3.48,A,2.33,P,1.06,P
2023-03-23 00:00:00+00:00,86.2,A,12306500,3.5,A,2.44,P,1.065,P
2023-03-24 00:00:00+00:00,89.5,A,12306500,3.51,A,2.54,P,1.07,P
2023-03-25 00:00:00+00:00,89.3,A,12306500,3.51,A,2.53,P,1.069,P
2023-03-26 00:00:00+00:00,87.6,A,12306500,3.5,A,2.48,P,1.067,P
2023-03-27 00:00:00+00:00,87.9,A,12306500,3.5,A,2.49,P,1.068,P
2023-03-28 00:00:00+00:00,89.2,A,12306500,3.51,A,2.53,P,1.069,P
2023-03-29 00:00:00+00:00,92.3,A,12306500,3.52,A,2.61,P,1.074,P
2023-03-30 00:00:00+00:00,96.3,A,12306500,3.54,A,2.73,P,1.079,P
2023-03-31 00:00:00+00:00,101.0,A,12306500,3.56,A,2.86,P,1.085,P
2023-04-01 00:00:00+00:00,103.0,A,12306500,3.57,A,2.91,P,1.087,P
2023-04-02 00:00:00+00:00,103.0,A,12306500,3.57,A,2.91,P,1.087,P
2023-04-03 00:00:00+00:00,100.0,A,12306500,3.56,A,2.84,P,1.084,P
2023-04-04 00:00:00+00:00,99.2,A,12306500,3.55,A,2.81,P,1.083,P
2023-04-05 00:00:00+00:00,98.8,A,12306500,3.55,A,2.8,P,1.082,P
2023-04-06 00:00:00+00:00,98.9,A,12306500,3.55,A,2.8,P,1.082,P
2023-04-07 00:00:00+00:00,103.0,A,12306500,3.57,A,2.91,P,1.087,P
2023-04-08 00:00:00+00:00,119.0,A,12306500,3.63,A,3.36,P,1.106,P
2023-04-09 00:00:00+00:00,143.0,A,12306500,3.72,A,4.04,P,1.133,P
2023-04-10 00:00:00+00:00,291.0,A,12306500,4.06,A,8.25,P,1.238,P
2023-04-11 00:00:00+00:00,1160.0,A,12306500,5.27,A,32.9,P,1.606,P
2023-04-12 00:00:00+00:00,939.0,A,12306500,5.03,A,26.6,P,1.533,P
2023-04-13 00:00:00+00:00,701.0,A,12306500,4.74,A,19.8,P,1.446,P
2023-04-14 00:00:00+00:00,596.0,A,12306500,4.61,A,16.9,P,1.404,P
2023-04-15 00:00:00+00:00,535.0,A,12306500,4.52,A,15.2,P,1.377,P
2023-04-16 00:00:00+00:00,530.0,A,12306500,4.51,A,15.0,P,1.375,P
2023-04-17 00:00:00+00:00,582.0,A,12306500,4.59,A,16.5,P,1.398,P
2023-04-18 00:00:00+00:00,605.0,A,12306500,4.62,A,17.1,P,1.408,P
2023-04-19 00:00:00+00:00,571.0,A,12306500,4.57,A,16.2,P,1.393,P
2023-04-20 00:00:00+00:00,529.0,A,12306500,4.51,A,15.0,P,1.374,P
2023-04-21 00:00:00+00:00,513.0,A,12306500,4.49,A,14.5,P,1.367,P
2023-04-22 00:00:00+00:00,491.0,A,12306500,4.45,A,13.9,P,1.357,P
2023-04-23 00:00:00+00:00,489.0,A,12306500,4.45,A,13.8,P,1.356,P
2023-04-24 00:00:00+00:00,681.0,A,12306500,4.72,A,19.3,P,1.438,P
2023-04-25 00:00:00+00:00,825.0,A,12306500,4.9,A,23.4,P,1.493,P
2023-04-26 00:00:00+00:00,944.0,A,12306500,5.04,A,26.7,P,1.535,P
2023-04-27 00:00:00+00:00,1160.0,A,12306500,5.27,A,32.8,P,1.606,P
2023-04-28 00:00:00+00:00,1310.0,A,12306500,5.42,A,37.2,P,1.653,P
2023-04-29 00:00:00+00:00,1690.0,A,12306500,5.77,A,48.0,P,1.76,P
2023-04-30 00:00:00+00:00,2290.0,A,12306500,6.26,A,64.8,P,1.907,P
2023-05-01 00:00:00+00:00,2930.0,A,12306500,6.72,A,82.9,P,2.048,P
2023-05-02 00:00:00+00:00,3510.0,A,12306500,7.1,A,99.4,P,2.165,P
2023-05-03 00:00:00+00:00,4100.0,A,12306500,7.46,A,116.0,P,2.275,P
2023-05-04 00:00:00+00:00,4420.0,A,12306500,7.65,A,125.0,P,2.33,P
2023-05-05 00:00:00+00:00,4750.0,A,12306500,7.83,A,134.0,P,2.387,P
2023-05-06 00:00:00+00:00,5010.0,A,12306500,7.98,A,142.0,P,2.433,P
2023-05-07 00:00:00+00:00,4530.0,A,12306500,7.71,A,128.0,P,2.35,P
2023-05-08 00:00:00+00:00,4050.0,A,12306500,7.43,A,115.0,P,2.265,P
2023-05-09 00:00:00+00:00,3650.0,A,12306500,7.19,A,103.0,P,2.192,P
2023-05-10 00:00:00+00:00,3340.0,A,12306500,7.0,A,94.7,P,2.133,P
2023-05-11 00:00:00+00:00,3110.0,A,12306500,6.85,A,88.1,P,2.086,P
2023-05-12 00:00:00+00:00,2980.0,A,12306500,6.76,A,84.4,P,2.06,P
2023-05-13 00:00:00+00:00,3040.0,A,12306500,6.8,A,86.0,P,2.071,P
2023-05-14 00:00:00+00:00,3230.0,A,12306500,6.92,A,91.5,P,2.11,P
2023-05-15 00:00:00+00:00,3430.0,A,12306500,7.05,A,97.2,P,2.15,P
2023-05-16 00:00:00+00:00,3480.0,A,12306500,7.08,A,98.5,P,2.159,P
2023-05-17 00:00:00+00:00,3330.0,A,12306500,6.99,A,94.3,P,2.13,P
2023-05-18 00:00:00+00:00,3300.0,A,12306500,6.97,A,93.5,P,2.124,P
2023-05-19 00:00:00+00:00,3100.0,A,12306500,6.83,A,87.7,P,2.083,P
2023-05-20 00:00:00+00:00,2880.0,A,12306500,6.69,A,81.5,P,2.038,P
2023-05-21 00:00:00+00:00,2630.0,A,12306500,6.51,A,74.5,P,1.985,P
2023-05-22 00:00:00+00:00,2500.0,A,12306500,6.42,A,70.7,P,1.956,P
2023-05-23 00:00:00+00:00,2210.0,A,12306500,6.2,A,62.5,P,1.889,P
2023-05-24 00:00:00+00:00,1960.0,A,12306500,6.0,A,55.4,P,1.828,P
2023-05-25 00:00:00+00:00,1790.0,A,12306500,5.86,A,50.8,P,1.786,P
2023-05-26 00:00:00+00:00,1610.0,A,12306500,5.7,A,45.6,P,1.738,P
2023-05-27 00:00:00+00:00,1460.0,A,12306500,5.57,A,41.5,P,1.697,P
2023-05-28 00:00:00+00:00,1420.0,A,12306500,5.53,A,40.2,P,1.684,P
2023-05-29 00:00:00+00:00,1330.0,A,12306500,5.44,A,37.7,P,1.659,P
2023-05-30 00:00:00+00:00,1200.0,A,12306500,5.31,A,34.0,P,1.62,P
2023-05-31 00:00:00+00:00,1080.0,A,12306500,5.19,A,30.7,P,1.582,P
2023-06-01 00:00:00+00:00,977.0,A,12306500,5.08,A,27.7,P,1.547,P
2023-06-02 00:00:00+00:00,886.0,A,12306500,4.97,A,25.1,P,1.515,P
2023-06-03 00:00:00+00:00,814.0,A,12306500,4.89,A,23.1,P,1.49,P
2023-06-04 00:00:00+00:00,733.0,A,12306500,4.79,A,20.8,P,1.459,P
2023-06-05 00:00:00+00:00,657.0,A,12306500,4.69,A,18.6,P,1.429,P
2023-06-06 00:00:00+00:00,597.0,A,12306500,4.61,A,16.9,P,1.404,P
2023-06-07 00:00:00+00:00,547.0,A,12306500,4.54,A,15.5,P,1.382,P
2023-06-08 00:00:00+00:00,498.0,A,12306500,4.46,A,14.1,P,1.361,P
2023-06-09 00:00:00+00:00,484.0,A,12306500,4.44,A,13.7,P,1.354,P
2023-06-10 00:00:00+00:00,494.0,A,12306500,4.46,A,14.0,P,1.359,P
2023-06-11 00:00:00+00:00,440.0,A,12306500,4.37,A,12.5,P,1.333,P
2023-06-12 00:00:00+00:00,408.0,A,12306500,4.32,A,11.6,P,1.318,P
2023-06-13 00:00:00+00:00,377.0,A,12306500,4.27,A,10.7,P,1.302,P
2023-06-14 00:00:00+00:00,470.0,A,12306500,4.41,A,13.3,P,1.345,P
2023-06-15 00:00:00+00:00,544.0,A,12306500,4.53,A,15.4,P,1.381,P
2023-06-16 00:00:00+00:00,451.0,A,12306500,4.39,A,12.8,P,1.338,P
2023-06-17 00:00:00+00:00,414.0,A,12306500,4.33,A,11.7,P,1.321,P
2023-06-18 00:00:00+00:00,391.0,A,12306500,4.29,A,11.1,P,1.309,P
2023-06-19 00:00:00+00:00,373.0,A,12306500,4.26,A,10.6,P,1.3,P
2023-06-20 00:00:00+00:00,351.0,A,12306500,4.23,A,9.95,P,1.288,P
2023-06-21 00:00:00+00:00,350.0,A,12306500,4.23,A,9.92,P,1.288,P
2023-06-22 00:00:00+00:00,355.0,A,12306500,4.23,A,10.1,P,1.29,P
2023-06-23 00:00:00+00:00,339.0,A,12306500,4.2,A,9.59,P,1.282,P
2023-06-24 00:00:00+00:00,315.0,A,12306500,4.16,A,8.92,P,1.269,P
2023-06-25 00:00:00+00:00,294.0,A,12306500,4.12,A,8.33,P,1.257,P
2023-06-26 00:00:00+00:00,278.0,A,12306500,4.09,A,7.88,P,1.247,P
2023-06-27 00:00:00+00:00,261.0,A,12306500,4.06,A,7.4,P,1.237,P
2023-06-28 00:00:00+00:00,265.0,A,12306500,4.07,A,7.52,P,1.24,P
2023-06-29 00:00:00+00:00,242.0,A,12306500,4.02,A,6.85,P,1.225,P
2023-06-30 00:00:00+00:00,223.0,A,12306500,3.97,A,6.31,P,1.21,P
2023-07-01 00:00:00+00:00,209.0,A,12306500,3.93,A,5.93,P,1.198,P
2023-07-02 00:00:00+00:00,196.0,A,12306500,3.89,A,5.55,P,1.186,P
2023-07-03 00:00:00+00:00,185.0,A,12306500,3.86,A,5.24,P,1.176,P
2023-07-04 00:00:00+00:00,179.0,A,12306500,3.84,A,5.07,P,1.17,P
2023-07-05 00:00:00+00:00,174.0,A,12306500,3.82,A,4.93,P,1.166,P
2023-07-06 00:00:00+00:00,166.0,A,12306500,3.8,A,4.7,P,1.158,P
2023-07-07 00:00:00+00:00,159.0,A,12306500,3.78,A,4.51,P,1.151,P
2023-07-08 00:00:00+00:00,153.0,A,12306500,3.76,A,4.34,P,1.145,P
2023-07-09 00:00:00+00:00,147.0,A,12306500,3.73,A,4.16,P,1.138,P
2023-07-10 00:00:00+00:00,144.0,A,12306500,3.73,A,4.09,P,1.135,P
2023-07-11 00:00:00+00:00,140.0,A,12306500,3.71,A,3.96,P,1.131,P
2023-07-12 00:00:00+00:00,137.0,A,12306500,3.7,A,3.87,P,1.127,P
2023-07-13 00:00:00+00:00,136.0,A,12306500,3.7,A,3.86,P,1.127,P
2023-07-14 00:00:00+00:00,133.0,A,12306500,3.68,A,3.77,P,1.123,P
2023-07-15 00:00:00+00:00,127.0,A,12306500,3.66,A,3.6,P,1.116,P
2023-07-16 00:00:00+00:00,122.0,A,12306500,3.64,A,3.45,P,1.11,P
