datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_tdg_Mean,00047_tdg_Mean_cd,00060_Mean,00060_Mean_cd
2022-10-01 00:00:00+00:00,15.9,A,14150000,743.0,A,788.0,A,1630.0,A
2022-10-02 00:00:00+00:00,16.0,A,14150000,744.0,A,784.0,A,1630.0,A
2022-10-03 00:00:00+00:00,16.0,A,14150000,747.0,A,779.0,A,1630.0,A
2022-10-04 00:00:00+00:00,16.0,A,14150000,748.0,A,776.0,A,1630.0,A
2022-10-05 00:00:00+00:00,15.9,A,14150000,749.0,A,772.0,A,1630.0,A
2022-10-06 00:00:00+00:00,16.0,A,14150000,748.0,A,773.0,A,1630.0,A
2022-10-07 00:00:00+00:00,16.0,A,14150000,749.0,A,773.0,A,1630.0,A
2022-10-08 00:00:00+00:00,16.1,A,14150000,748.0,A,772.0,A,1630.0,A
2022-10-09 00:00:00+00:00,16.1,A,14150000,748.0,A,765.0,A,1630.0,A
2022-10-10 00:00:00+00:00,16.2,A,14150000,748.0,A,763.0,A,1630.0,A
2022-10-11 00:00:00+00:00,16.3,A,14150000,749.0,A,761.0,A,1630.0,A
2022-10-12 00:00:00+00:00,16.2,A,14150000,749.0,A,756.0,A,1630.0,A
2022-10-13 00:00:00+00:00,16.2,A,14150000,748.0,A,754.0,A,1630.0,A
2022-10-14 00:00:00+00:00,16.2,A,14150000,744.0,A,748.0,A,1640.0,A
2022-10-15 00:00:00+00:00,16.1,A,14150000,742.0,A,743.0,A,1640.0,A
2022-10-16 00:00:00+00:00,16.0,A,14150000,745.0,A,742.0,A,1640.0,A
2022-10-17 00:00:00+00:00,16.2,A,14150000,748.0,A,746.0,A,1640.0,A
2022-10-18 00:00:00+00:00,16.0,A,14150000,750.0,A,745.0,A,1640.0,A
2022-10-19 00:00:00+00:00,16.0,A,14150000,751.0,A,746.0,A,1640.0,A
2022-10-20 00:00:00+00:00,15.9,A,14150000,748.0,A,744.0,A,1660.0,A
2022-10-21 00:00:00+00:00,15.9,A,14150000,743.0,A,737.0,A,1790.0,A
2022-10-22 00:00:00+00:00,15.7,A,14150000,742.0,A,736.0,A,1830.0,A
2022-10-23 00:00:00+00:00,15.5,A,14150000,749.0,A,739.0,A,1890.0,A
2022-10-24 00:00:00+00:00,15.2,A,14150000,750.0,A,736.0,A,1880.0,A
2022-10-25 00:00:00+00:00,15.0,A,14150000,750.0,A,738.0,A,2050.0,A
2022-10-26 00:00:00+00:00,14.8,A,14150000,750.0,A,735.0,A,2960.0,A
2022-10-27 00:00:00+00:00,14.8,A,14150000,749.0,A,734.0,A,3440.0,A
2022-10-28 00:00:00+00:00,14.8,A,14150000,750.0,A,734.0,A,3530.0,A
2022-10-29 00:00:00+00:00,15.0,A,14150000,752.0,A,738.0,A,3450.0,A
2022-10-30 00:00:00+00:00,15.1,A,14150000,751.0,A,737.0,A,3310.0,A
2022-10-31 00:00:00+00:00,15.0,A,14150000,744.0,A,732.0,A,3450.0,A
2022-11-01 00:00:00+00:00,14.7,A,14150000,740.0,A,728.0,A,3690.0,A
2022-11-02 00:00:00+00:00,14.4,A,14150000,747.0,A,728.0,A,3600.0,A
2022-11-03 00:00:00+00:00,14.1,A,14150000,752.0,A,730.0,A,3580.0,A
2022-11-04 00:00:00+00:00,14.1,A,14150000,746.0,A,729.0,A,3560.0,A
2022-11-05 00:00:00+00:00,14.1,A,14150000,746.0,A,731.0,A,3370.0,A
2022-11-06 00:00:00+00:00,13.8,A,14150000,736.0,A,723.0,A,3360.0,A
2022-11-07 00:00:00+00:00,13.4,A,14150000,737.0,A,722.0,A,3360.0,A
