datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,32321_Mean,32321_Mean_cd
2022-10-01 00:00:00+00:00,13.9,A,14210000,825.0,A,70.0,A,9.9,A,,
2022-10-02 00:00:00+00:00,13.8,A,14210000,808.0,A,70.0,A,9.9,A,,
2022-10-03 00:00:00+00:00,14.0,A,14210000,797.0,A,69.0,A,9.9,A,,
2022-10-04 00:00:00+00:00,13.9,A,14210000,801.0,A,70.0,A,9.9,A,,
2022-10-05 00:00:00+00:00,13.8,A,14210000,786.0,A,70.0,A,9.9,A,,
2022-10-06 00:00:00+00:00,13.7,A,14210000,797.0,A,70.0,A,9.9,A,,
2022-10-07 00:00:00+00:00,13.7,A,14210000,786.0,A,70.0,A,9.9,A,,
2022-10-08 00:00:00+00:00,13.7,A,14210000,803.0,A,70.0,A,10.0,A,,
2022-10-09 00:00:00+00:00,13.7,A,14210000,767.0,A,70.0,A,9.9,A,,
2022-10-10 00:00:00+00:00,13.6,A,14210000,775.0,A,70.0,A,9.9,A,,
2022-10-11 00:00:00+00:00,13.6,A,14210000,760.0,A,71.0,A,9.9,A,,
2022-10-12 00:00:00+00:00,13.4,A,14210000,778.0,A,71.0,A,10.0,A,,
2022-10-13 00:00:00+00:00,13.1,A,14210000,779.0,A,71.0,A,10.1,A,,
2022-10-14 00:00:00+00:00,13.1,A,14210000,775.0,A,71.0,A,10.0,A,,
2022-10-15 00:00:00+00:00,13.0,A,14210000,807.0,A,71.0,A,10.1,A,,
2022-10-16 00:00:00+00:00,13.0,A,14210000,790.0,A,71.0,A,10.1,A,,
2022-10-17 00:00:00+00:00,13.0,A,14210000,787.0,A,71.0,A,10.1,A,,
2022-10-18 00:00:00+00:00,12.9,"P, [4]",14210000,772.0,A,71.0,"P, [4]",10.1,"P, [4]",,
2022-10-19 00:00:00+00:00,12.6,P,14210000,759.0,A,71.0,P,10.2,P,,
2022-10-20 00:00:00+00:00,12.4,P,14210000,754.0,A,71.0,P,10.2,P,,
2022-10-21 00:00:00+00:00,12.1,P,14210000,818.0,A,71.0,P,10.1,P,,
2022-10-22 00:00:00+00:00,11.7,P,14210000,1220.0,A,70.0,P,10.2,P,,
2022-10-23 00:00:00+00:00,11.3,P,14210000,1170.0,A,70.0,P,10.4,P,,
2022-10-24 00:00:00+00:00,10.9,P,14210000,1350.0,A,70.0,P,10.5,P,,
2022-10-25 00:00:00+00:00,10.4,P,14210000,1570.0,A,68.0,P,10.6,P,,
2022-10-26 00:00:00+00:00,9.9,P,14210000,1830.0,A,67.0,P,11.0,P,,
2022-10-27 00:00:00+00:00,9.8,P,14210000,1430.0,A,65.0,P,10.8,P,,
2022-10-28 00:00:00+00:00,9.6,P,14210000,1210.0,A,64.0,P,10.7,P,,
2022-10-29 00:00:00+00:00,9.5,P,14210000,1100.0,A,62.0,P,10.7,P,,
2022-10-30 00:00:00+00:00,9.5,P,14210000,1050.0,A,62.0,P,10.7,P,,
2022-10-31 00:00:00+00:00,9.4,P,14210000,1170.0,A,62.0,P,10.9,P,,
2022-11-01 00:00:00+00:00,9.4,P,14210000,1610.0,A,62.0,P,10.9,P,,
2022-11-02 00:00:00+00:00,9.3,P,14210000,1520.0,A,63.0,P,10.9,P,,
2022-11-03 00:00:00+00:00,9.3,P,14210000,1360.0,A,63.0,P,11.1,P,,
2022-11-04 00:00:00+00:00,8.8,P,14210000,5670.0,A,60.0,P,11.7,P,,
2022-11-05 00:00:00+00:00,9.0,P,14210000,16300.0,A,39.0,P,12.6,P,0.01,P
2022-11-06 00:00:00+00:00,8.4,P,14210000,6830.0,A,34.0,P,12.3,P,,
2022-11-07 00:00:00+00:00,7.4,P,14210000,4160.0,A,38.0,P,12.0,P,,
2022-11-08 00:00:00+00:00,6.6,P,14210000,3010.0,A,41.0,P,12.1,P,,
2022-11-09 00:00:00+00:00,6.5,P,14210000,2340.0,A,43.0,P,12.0,P,,
2022-11-10 00:00:00+00:00,6.3,P,14210000,1960.0,A,45.0,P,12.0,P,,
2022-11-11 00:00:00+00:00,6.1,P,14210000,1730.0,A,48.0,P,12.2,P,,
2022-11-12 00:00:00+00:00,6.0,P,14210000,1600.0,A,49.0,P,12.1,P,,
