datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd,"00065_auxiliary gage, [auxiliary gage_Mean","00065_auxiliary gage, [auxiliary gage_Mean_cd"
2022-10-01 00:00:00+00:00,19600.0,A,12396500,87.12,A,84.91,A
2022-10-02 00:00:00+00:00,21900.0,A,12396500,88.07,A,86.37,A
2022-10-03 00:00:00+00:00,22700.0,A,12396500,88.24,A,86.57,A
2022-10-04 00:00:00+00:00,22400.0,A,12396500,88.15,A,86.43,A
2022-10-05 00:00:00+00:00,22100.0,A,12396500,88.04,A,86.28,A
2022-10-06 00:00:00+00:00,22300.0,A,12396500,87.93,A,86.01,A
2022-10-07 00:00:00+00:00,23900.0,A,12396500,88.35,A,86.4,A
2022-10-08 00:00:00+00:00,25000.0,A,12396500,88.75,A,87.0,A
2022-10-09 00:00:00+00:00,26200.0,A,12396500,89.29,A,87.78,A
2022-10-10 00:00:00+00:00,25400.0,A,12396500,88.75,A,86.9,A
2022-10-11 00:00:00+00:00,24900.0,A,12396500,88.59,A,86.67,A
2022-10-12 00:00:00+00:00,25600.0,A,12396500,88.71,A,86.78,A
2022-10-13 00:00:00+00:00,28600.0,A,12396500,89.75,A,88.18,A
2022-10-14 00:00:00+00:00,26700.0,A,12396500,89.18,A,87.5,A
2022-10-15 00:00:00+00:00,26800.0,A,12396500,89.11,A,87.38,A
2022-10-16 00:00:00+00:00,28100.0,A,12396500,90.59,A,89.44,A
2022-10-17 00:00:00+00:00,28200.0,A,12396500,91.31,A,90.39,A
2022-10-18 00:00:00+00:00,28000.0,A,12396500,90.97,A,90.0,A
2022-10-19 00:00:00+00:00,27100.0,A,12396500,90.29,A,89.2,A
2022-10-20 00:00:00+00:00,27300.0,A,12396500,90.64,A,89.63,A
2022-10-21 00:00:00+00:00,27700.0,A,12396500,90.77,A,89.77,A
2022-10-22 00:00:00+00:00,27200.0,A,12396500,89.53,A,88.1,A
2022-10-23 00:00:00+00:00,27800.0,A,12396500,90.28,A,89.12,A
2022-10-24 00:00:00+00:00,27800.0,A,12396500,90.93,A,90.0,A
2022-10-25 00:00:00+00:00,28600.0,A,12396500,91.07,A,90.1,A
2022-10-26 00:00:00+00:00,28600.0,A,12396500,91.18,A,90.24,A
2022-10-27 00:00:00+00:00,29700.0,A,12396500,91.62,A,90.7,A
2022-10-28 00:00:00+00:00,30300.0,A,12396500,91.4,A,90.38,A
2022-10-29 00:00:00+00:00,30900.0,A,12396500,90.74,A,89.41,A
2022-10-30 00:00:00+00:00,30900.0,A,12396500,90.97,A,89.73,A
2022-10-31 00:00:00+00:00,31100.0,A,12396500,91.51,A,90.44,A
2022-11-01 00:00:00+00:00,30500.0,A,12396500,91.42,A,90.39,A
2022-11-02 00:00:00+00:00,26800.0,A,12396500,90.24,A,89.14,A
2022-11-03 00:00:00+00:00,24400.0,A,12396500,88.57,A,86.8,A
2022-11-04 00:00:00+00:00,22800.0,A,12396500,88.01,A,85.83,A
2022-11-05 00:00:00+00:00,24000.0,A,12396500,88.53,A,86.86,A
2022-11-06 00:00:00+00:00,21500.0,A,12396500,88.72,A,87.57,A
2022-11-07 00:00:00+00:00,18100.0,A,12396500,87.5,A,86.27,A
2022-11-08 00:00:00+00:00,14400.0,A,12396500,86.55,A,85.41,A
2022-11-09 00:00:00+00:00,12900.0,A,12396500,86.67,A,85.83,A
2022-11-10 00:00:00+00:00,17300.0,A,12396500,87.32,A,86.15,A
2022-11-11 00:00:00+00:00,18400.0,A,12396500,87.7,A,86.5,A
2022-11-12 00:00:00+00:00,14000.0,A,12396500,85.91,A,84.37,A
2022-11-13 00:00:00+00:00,16200.0,A,12396500,86.48,A,84.76,A
2022-11-14 00:00:00+00:00,16500.0,A,12396500,86.81,A,85.42,A
2022-11-15 00:00:00+00:00,12800.0,A,12396500,86.1,A,85.03,A
2022-11-16 00:00:00+00:00,11500.0,A,12396500,85.87,A,84.92,A
2022-11-17 00:00:00+00:00,11200.0,A,12396500,85.63,A,84.66,A
2022-11-18 00:00:00+00:00,11700.0,A,12396500,85.81,A,84.7,A
2022-11-19 00:00:00+00:00,12900.0,A,12396500,85.1,A,82.91,A
2022-11-20 00:00:00+00:00,15800.0,A,12396500,86.09,A,83.95,A
2022-11-21 00:00:00+00:00,16600.0,A,12396500,86.77,A,85.29,A
2022-11-22 00:00:00+00:00,11100.0,A,12396500,84.85,A,83.05,A
2022-11-23 00:00:00+00:00,9980.0,A,12396500,84.16,A,82.0,A
2022-11-24 00:00:00+00:00,8740.0,A,12396500,84.04,A,82.64,A
2022-11-25 00:00:00+00:00,6970.0,A,12396500,84.27,A,83.54,A
2022-11-26 00:00:00+00:00,6040.0,A,12396500,84.69,A,84.3,A
2022-11-27 00:00:00+00:00,6700.0,A,12396500,86.02,A,85.79,A
2022-11-28 00:00:00+00:00,10900.0,A,12396500,86.37,A,85.79,A
2022-11-29 00:00:00+00:00,11400.0,A,12396500,86.08,A,85.1,A
2022-11-30 00:00:00+00:00,12000.0,A,12396500,85.34,A,83.96,A
2022-12-01 00:00:00+00:00,14400.0,A,12396500,86.24,A,84.77,A
2022-12-02 00:00:00+00:00,20800.0,A,12396500,87.61,A,85.76,A
2022-12-03 00:00:00+00:00,17400.0,A,12396500,87.59,A,86.46,A
2022-12-04 00:00:00+00:00,9760.0,A,12396500,85.47,A,84.61,A
2022-12-05 00:00:00+00:00,8200.0,A,12396500,84.36,A,83.36,A
2022-12-06 00:00:00+00:00,10500.0,A,12396500,84.46,A,82.8,A
2022-12-07 00:00:00+00:00,17000.0,A,12396500,86.93,A,85.41,A
2022-12-08 00:00:00+00:00,14100.0,A,12396500,86.0,A,84.49,A
2022-12-09 00:00:00+00:00,14100.0,"A, e",12396500,85.62,A,,
2022-12-10 00:00:00+00:00,13700.0,"A, e",12396500,86.58,A,,
2022-12-11 00:00:00+00:00,14400.0,"A, e",12396500,86.76,A,,
2022-12-12 00:00:00+00:00,11900.0,A,12396500,86.54,A,85.78,A
2022-12-13 00:00:00+00:00,11100.0,"A, e",12396500,85.62,A,,
2022-12-14 00:00:00+00:00,13200.0,A,12396500,86.64,A,85.76,A
2022-12-15 00:00:00+00:00,18200.0,A,12396500,86.77,A,84.77,A
2022-12-16 00:00:00+00:00,25600.0,A,12396500,88.79,A,87.01,A
2022-12-17 00:00:00+00:00,18400.0,A,12396500,88.37,A,87.45,A
2022-12-18 00:00:00+00:00,12400.0,A,12396500,87.75,A,87.27,A
2022-12-19 00:00:00+00:00,10700.0,A,12396500,86.29,A,85.59,A
2022-12-20 00:00:00+00:00,14400.0,A,12396500,86.14,A,84.73,A
2022-12-21 00:00:00+00:00,17300.0,A,12396500,87.6,A,86.49,A
2022-12-22 00:00:00+00:00,15300.0,A,12396500,86.36,A,84.85,A
2022-12-23 00:00:00+00:00,12300.0,A,12396500,85.19,A,83.64,A
2022-12-24 00:00:00+00:00,7520.0,A,12396500,84.57,A,83.9,A
2022-12-25 00:00:00+00:00,7770.0,A,12396500,84.98,A,84.34,A
2022-12-26 00:00:00+00:00,10500.0,A,12396500,84.44,A,82.75,A
2022-12-27 00:00:00+00:00,18000.0,A,12396500,87.33,A,86.0,A
2022-12-28 00:00:00+00:00,24300.0,A,12396500,88.9,A,87.52,A
2022-12-29 00:00:00+00:00,23800.0,A,12396500,89.1,A,87.9,A
2022-12-30 00:00:00+00:00,19600.0,A,12396500,87.65,A,86.2,A
2022-12-31 00:00:00+00:00,19400.0,A,12396500,87.99,A,86.81,A
2023-01-01 00:00:00+00:00,16200.0,A,12396500,86.81,A,85.46,A
2023-01-02 00:00:00+00:00,12700.0,A,12396500,85.55,A,84.06,A
2023-01-03 00:00:00+00:00,11700.0,A,12396500,85.03,A,83.4,A
2023-01-04 00:00:00+00:00,17300.0,A,12396500,86.53,A,84.61,A
2023-01-05 00:00:00+00:00,18200.0,A,12396500,87.37,A,86.03,A
2023-01-06 00:00:00+00:00,15300.0,A,12396500,86.65,A,85.42,A
2023-01-07 00:00:00+00:00,9960.0,A,12396500,84.65,A,83.35,A
2023-01-08 00:00:00+00:00,9290.0,A,12396500,85.5,A,84.81,A
2023-01-09 00:00:00+00:00,8940.0,A,12396500,85.97,A,85.48,A
2023-01-10 00:00:00+00:00,8940.0,A,12396500,85.54,A,84.9,A
2023-01-11 00:00:00+00:00,8630.0,A,12396500,84.35,A,83.27,A
2023-01-12 00:00:00+00:00,8780.0,A,12396500,85.13,A,84.43,A
2023-01-13 00:00:00+00:00,8710.0,A,12396500,84.96,A,84.14,A
2023-01-14 00:00:00+00:00,8210.0,A,12396500,84.73,A,83.98,A
2023-01-15 00:00:00+00:00,9090.0,A,12396500,85.92,A,85.42,A
2023-01-16 00:00:00+00:00,10900.0,A,12396500,85.98,A,85.21,A
2023-01-17 00:00:00+00:00,16100.0,A,12396500,86.65,A,85.12,A
2023-01-18 00:00:00+00:00,15500.0,A,12396500,85.94,A,83.77,A
2023-01-19 00:00:00+00:00,14900.0,A,12396500,86.64,A,85.45,A
2023-01-20 00:00:00+00:00,14100.0,A,12396500,87.05,A,86.2,A
2023-01-21 00:00:00+00:00,12800.0,A,12396500,85.88,A,84.73,A
2023-01-22 00:00:00+00:00,13800.0,A,12396500,87.73,A,87.15,A
2023-01-23 00:00:00+00:00,13300.0,A,12396500,86.37,A,85.32,A
