datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd
1984-10-01 00:00:00+00:00,19800.0,A,12396500,17.01,A
1984-10-02 00:00:00+00:00,19900.0,A,12396500,17.12,A
1984-10-03 00:00:00+00:00,19500.0,A,12396500,17.44,A
1984-10-04 00:00:00+00:00,22700.0,A,12396500,19.01,A
1984-10-05 00:00:00+00:00,23300.0,A,12396500,20.64,A
1984-10-06 00:00:00+00:00,20700.0,A,12396500,21.3,A
1984-10-07 00:00:00+00:00,19400.0,A,12396500,21.03,A
1984-10-08 00:00:00+00:00,19000.0,A,12396500,20.69,A
1984-10-09 00:00:00+00:00,19500.0,A,12396500,19.87,A
1984-10-10 00:00:00+00:00,23300.0,A,12396500,19.61,A
1984-10-11 00:00:00+00:00,26000.0,A,12396500,20.45,A
1984-10-12 00:00:00+00:00,25400.0,A,12396500,20.99,A
1984-10-13 00:00:00+00:00,25800.0,A,12396500,21.43,A
1984-10-14 00:00:00+00:00,25000.0,A,12396500,20.81,A
1984-10-15 00:00:00+00:00,25500.0,A,12396500,21.24,A
1984-10-16 00:00:00+00:00,25600.0,A,12396500,21.35,A
1984-10-17 00:00:00+00:00,26800.0,A,12396500,21.29,A
1984-10-18 00:00:00+00:00,28000.0,A,12396500,22.29,A
1984-10-19 00:00:00+00:00,28100.0,A,12396500,22.97,A
1984-10-20 00:00:00+00:00,28200.0,A,12396500,22.66,A
1984-10-21 00:00:00+00:00,28100.0,A,12396500,22.93,A
1984-10-22 00:00:00+00:00,28300.0,A,12396500,22.61,A
1984-10-23 00:00:00+00:00,29300.0,A,12396500,23.2,A
1984-10-24 00:00:00+00:00,28700.0,A,12396500,23.13,A
1984-10-25 00:00:00+00:00,28000.0,A,12396500,22.19,A
1984-10-26 00:00:00+00:00,27400.0,A,12396500,21.26,A
1984-10-27 00:00:00+00:00,27400.0,A,12396500,21.1,A
1984-10-28 00:00:00+00:00,27800.0,A,12396500,22.02,A
1984-10-29 00:00:00+00:00,27400.0,A,12396500,22.76,A
1984-10-30 00:00:00+00:00,27400.0,A,12396500,22.48,A
1984-10-31 00:00:00+00:00,27500.0,A,12396500,21.37,A
1984-11-01 00:00:00+00:00,27800.0,A,12396500,21.39,A
1984-11-02 00:00:00+00:00,26900.0,A,12396500,21.56,A
1984-11-03 00:00:00+00:00,22900.0,A,12396500,21.06,A
1984-11-04 00:00:00+00:00,24800.0,A,12396500,21.42,A
1984-11-05 00:00:00+00:00,19700.0,A,12396500,21.05,A
1984-11-06 00:00:00+00:00,21700.0,A,12396500,19.96,A
1984-11-07 00:00:00+00:00,26200.0,A,12396500,21.43,A
1984-11-08 00:00:00+00:00,24600.0,A,12396500,21.2,A
1984-11-09 00:00:00+00:00,23700.0,A,12396500,20.24,A
1984-11-10 00:00:00+00:00,24100.0,A,12396500,19.65,A
1984-11-11 00:00:00+00:00,24000.0,A,12396500,19.91,A
1984-11-12 00:00:00+00:00,23700.0,A,12396500,20.1,A
1984-11-13 00:00:00+00:00,23500.0,A,12396500,19.95,A
1984-11-14 00:00:00+00:00,23100.0,A,12396500,19.44,A
1984-11-15 00:00:00+00:00,23300.0,A,12396500,19.23,A
1984-11-16 00:00:00+00:00,23400.0,A,12396500,19.63,A
1984-11-17 00:00:00+00:00,23300.0,A,12396500,19.67,A
1984-11-18 00:00:00+00:00,23700.0,A,12396500,20.39,A
1984-11-19 00:00:00+00:00,23400.0,A,12396500,20.45,A
1984-11-20 00:00:00+00:00,22900.0,A,12396500,20.0,A
1984-11-21 00:00:00+00:00,21400.0,A,12396500,19.88,A
1984-11-22 00:00:00+00:00,18800.0,A,12396500,18.71,A
1984-11-23 00:00:00+00:00,17700.0,A,12396500,18.56,A
1984-11-24 00:00:00+00:00,17300.0,A,12396500,18.91,A
1984-11-25 00:00:00+00:00,18000.0,A,12396500,19.82,A
1984-11-26 00:00:00+00:00,20700.0,A,12396500,20.49,A
1984-11-27 00:00:00+00:00,20900.0,A,12396500,19.86,A
1984-11-28 00:00:00+00:00,18600.0,A,12396500,20.08,A
1984-11-29 00:00:00+00:00,17100.0,A,12396500,19.54,A
1984-11-30 00:00:00+00:00,16300.0,A,12396500,18.51,A
1984-12-01 00:00:00+00:00,13400.0,A,12396500,18.35,A
1984-12-02 00:00:00+00:00,10200.0,A,12396500,19.22,A
1984-12-03 00:00:00+00:00,9540.0,A,12396500,18.74,A
1984-12-04 00:00:00+00:00,12200.0,A,12396500,18.38,A
1984-12-05 00:00:00+00:00,14800.0,A,12396500,18.36,A
1984-12-06 00:00:00+00:00,13200.0,A,12396500,18.13,A
1984-12-07 00:00:00+00:00,12400.0,A,12396500,18.49,A
1984-12-08 00:00:00+00:00,12400.0,A,12396500,18.41,A
1984-12-09 00:00:00+00:00,12500.0,A,12396500,18.51,A
1984-12-10 00:00:00+00:00,13400.0,A,12396500,19.31,A
1984-12-11 00:00:00+00:00,13800.0,A,12396500,17.87,A
1984-12-12 00:00:00+00:00,14300.0,A,12396500,18.43,A
1984-12-13 00:00:00+00:00,16700.0,A,12396500,19.59,A
1984-12-14 00:00:00+00:00,17800.0,A,12396500,19.4,A
1984-12-15 00:00:00+00:00,19400.0,A,12396500,20.05,A
1984-12-16 00:00:00+00:00,20900.0,A,12396500,20.83,A
1984-12-17 00:00:00+00:00,18900.0,A,12396500,19.92,A
1984-12-18 00:00:00+00:00,17600.0,A,12396500,18.74,A
1984-12-19 00:00:00+00:00,16200.0,A,12396500,19.36,A
1984-12-20 00:00:00+00:00,17100.0,A,12396500,19.52,A
1984-12-21 00:00:00+00:00,15300.0,A,12396500,18.96,A
1984-12-22 00:00:00+00:00,13700.0,A,12396500,19.02,A
1984-12-23 00:00:00+00:00,13900.0,A,12396500,18.33,A
1984-12-24 00:00:00+00:00,14900.0,A,12396500,18.56,A
1984-12-25 00:00:00+00:00,17700.0,A,12396500,18.75,A
1984-12-26 00:00:00+00:00,17600.0,A,12396500,19.34,A
1984-12-27 00:00:00+00:00,16400.0,A,12396500,19.26,A
1984-12-28 00:00:00+00:00,19000.0,A,12396500,19.36,A
1984-12-29 00:00:00+00:00,18900.0,A,12396500,18.49,A
1984-12-30 00:00:00+00:00,17200.0,A,12396500,19.01,A
1984-12-31 00:00:00+00:00,17600.0,A,12396500,20.31,A
1985-01-01 00:00:00+00:00,15800.0,A,12396500,19.69,A
1985-01-02 00:00:00+00:00,14600.0,A,12396500,19.48,A
1985-01-03 00:00:00+00:00,15200.0,A,12396500,19.6,A
1985-01-04 00:00:00+00:00,16100.0,A,12396500,19.9,A
1985-01-05 00:00:00+00:00,16700.0,A,12396500,19.31,A
1985-01-06 00:00:00+00:00,16900.0,A,12396500,19.44,A
1985-01-07 00:00:00+00:00,17000.0,A,12396500,19.75,A
1985-01-08 00:00:00+00:00,17300.0,A,12396500,19.47,A
1985-01-09 00:00:00+00:00,17000.0,A,12396500,19.48,A
1985-01-10 00:00:00+00:00,16600.0,A,12396500,19.42,A
1985-01-11 00:00:00+00:00,17400.0,A,12396500,19.37,A
1985-01-12 00:00:00+00:00,18900.0,A,12396500,19.73,A
1985-01-13 00:00:00+00:00,19200.0,A,12396500,19.92,A
1985-01-14 00:00:00+00:00,19100.0,A,12396500,20.42,A
1985-01-15 00:00:00+00:00,19000.0,A,12396500,20.29,A
1985-01-16 00:00:00+00:00,18700.0,A,12396500,20.16,A
1985-01-17 00:00:00+00:00,17600.0,A,12396500,19.61,A
1985-01-18 00:00:00+00:00,16900.0,A,12396500,19.32,A
1985-01-19 00:00:00+00:00,16600.0,A,12396500,19.63,A
1985-01-20 00:00:00+00:00,18600.0,A,12396500,19.14,A
1985-01-21 00:00:00+00:00,17100.0,A,12396500,19.81,A
1985-01-22 00:00:00+00:00,14400.0,A,12396500,19.45,A
1985-01-23 00:00:00+00:00,11200.0,A,12396500,17.22,A
1985-01-24 00:00:00+00:00,9600.0,A,12396500,16.32,A
1985-01-25 00:00:00+00:00,13800.0,A,12396500,17.25,A
1985-01-26 00:00:00+00:00,16100.0,A,12396500,18.66,A
1985-01-27 00:00:00+00:00,16200.0,A,12396500,19.11,A
1985-01-28 00:00:00+00:00,15800.0,A,12396500,19.64,A
1985-01-29 00:00:00+00:00,16000.0,A,12396500,20.04,A
1985-01-30 00:00:00+00:00,15800.0,A,12396500,19.91,A
1985-01-31 00:00:00+00:00,15500.0,A,12396500,19.27,A
1985-02-01 00:00:00+00:00,13400.0,A,12396500,18.01,A
1985-02-02 00:00:00+00:00,13200.0,A,12396500,18.22,A
1985-02-03 00:00:00+00:00,16100.0,A,12396500,18.59,A
1985-02-04 00:00:00+00:00,16200.0,A,12396500,19.42,A
1985-02-05 00:00:00+00:00,14700.0,A,12396500,19.93,A
1985-02-06 00:00:00+00:00,14800.0,A,12396500,19.99,A
1985-02-07 00:00:00+00:00,14400.0,A,12396500,20.15,A
1985-02-08 00:00:00+00:00,15200.0,A,12396500,20.08,A
1985-02-09 00:00:00+00:00,14900.0,A,12396500,20.3,A
1985-02-10 00:00:00+00:00,12600.0,A,12396500,19.91,A
1985-02-11 00:00:00+00:00,11800.0,A,12396500,19.75,A
1985-02-12 00:00:00+00:00,8670.0,A,12396500,19.67,A
1985-02-13 00:00:00+00:00,7970.0,A,12396500,17.92,A
1985-02-14 00:00:00+00:00,13800.0,A,12396500,17.75,A
1985-02-15 00:00:00+00:00,16500.0,A,12396500,18.91,A
1985-02-16 00:00:00+00:00,16200.0,A,12396500,19.09,A
1985-02-17 00:00:00+00:00,14800.0,A,12396500,18.35,A
1985-02-18 00:00:00+00:00,14600.0,A,12396500,18.41,A
1985-02-19 00:00:00+00:00,14900.0,A,12396500,19.17,A
1985-02-20 00:00:00+00:00,14900.0,A,12396500,19.39,A
1985-02-21 00:00:00+00:00,14600.0,A,12396500,19.67,A
1985-02-22 00:00:00+00:00,14200.0,A,12396500,20.05,A
1985-02-23 00:00:00+00:00,12400.0,A,12396500,19.93,A
1985-02-24 00:00:00+00:00,9480.0,A,12396500,19.21,A
1985-02-25 00:00:00+00:00,9620.0,A,12396500,18.67,A
1985-02-26 00:00:00+00:00,9440.0,A,12396500,19.27,A
1985-02-27 00:00:00+00:00,9600.0,A,12396500,19.04,A
1985-02-28 00:00:00+00:00,10100.0,A,12396500,18.98,A
1985-03-01 00:00:00+00:00,12300.0,A,12396500,19.02,A
1985-03-02 00:00:00+00:00,14800.0,A,12396500,20.07,A
1985-03-03 00:00:00+00:00,15300.0,A,12396500,19.98,A
1985-03-04 00:00:00+00:00,15800.0,A,12396500,19.16,A
1985-03-05 00:00:00+00:00,16300.0,A,12396500,19.71,A
1985-03-06 00:00:00+00:00,14500.0,A,12396500,19.07,A
1985-03-07 00:00:00+00:00,14900.0,A,12396500,18.95,A
1985-03-08 00:00:00+00:00,15400.0,A,12396500,19.79,A
1985-03-09 00:00:00+00:00,15300.0,A,12396500,19.5,A
1985-03-10 00:00:00+00:00,16100.0,A,12396500,19.67,A
1985-03-11 00:00:00+00:00,18700.0,A,12396500,19.68,A
1985-03-12 00:00:00+00:00,18300.0,A,12396500,19.83,A
1985-03-13 00:00:00+00:00,21900.0,A,12396500,20.66,A
1985-03-14 00:00:00+00:00,22300.0,A,12396500,20.71,A
1985-03-15 00:00:00+00:00,21400.0,A,12396500,19.62,A
