datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd
1993-10-01 00:00:00+00:00,21800.0,A,12396500,18.95,A
1993-10-02 00:00:00+00:00,23600.0,A,12396500,19.04,A
1993-10-03 00:00:00+00:00,24100.0,A,12396500,19.16,A
1993-10-04 00:00:00+00:00,24200.0,A,12396500,19.61,A
1993-10-05 00:00:00+00:00,24400.0,A,12396500,20.1,A
1993-10-06 00:00:00+00:00,24500.0,A,12396500,19.77,A
1993-10-07 00:00:00+00:00,24500.0,A,12396500,20.03,A
1993-10-08 00:00:00+00:00,24500.0,A,12396500,19.67,A
1993-10-09 00:00:00+00:00,24400.0,A,12396500,19.25,A
1993-10-10 00:00:00+00:00,24500.0,A,12396500,19.5,A
1993-10-11 00:00:00+00:00,24500.0,A,12396500,20.13,A
1993-10-12 00:00:00+00:00,24600.0,A,12396500,20.11,A
1993-10-13 00:00:00+00:00,24600.0,A,12396500,19.82,A
1993-10-14 00:00:00+00:00,24900.0,A,12396500,20.1,A
1993-10-15 00:00:00+00:00,25100.0,A,12396500,20.51,A
1993-10-16 00:00:00+00:00,25000.0,A,12396500,20.28,A
1993-10-17 00:00:00+00:00,24900.0,A,12396500,21.04,A
1993-10-18 00:00:00+00:00,24800.0,A,12396500,20.54,A
1993-10-19 00:00:00+00:00,24400.0,A,12396500,20.36,A
1993-10-20 00:00:00+00:00,24500.0,A,12396500,20.22,A
1993-10-21 00:00:00+00:00,23900.0,A,12396500,20.1,A
1993-10-22 00:00:00+00:00,23900.0,A,12396500,20.49,A
1993-10-23 00:00:00+00:00,23800.0,A,12396500,19.86,A
1993-10-24 00:00:00+00:00,23600.0,A,12396500,20.04,A
1993-10-25 00:00:00+00:00,24000.0,A,12396500,19.39,A
1993-10-26 00:00:00+00:00,24100.0,A,12396500,19.66,A
1993-10-27 00:00:00+00:00,23900.0,A,12396500,19.69,A
1993-10-28 00:00:00+00:00,24100.0,A,12396500,19.72,A
1993-10-29 00:00:00+00:00,24200.0,A,12396500,19.73,A
1993-10-30 00:00:00+00:00,24300.0,A,12396500,20.04,A
1993-10-31 00:00:00+00:00,24600.0,A,12396500,20.98,A
1993-11-01 00:00:00+00:00,25000.0,A,12396500,21.15,A
1993-11-02 00:00:00+00:00,25200.0,A,12396500,20.3,A
1993-11-03 00:00:00+00:00,25200.0,A,12396500,20.02,A
1993-11-04 00:00:00+00:00,25000.0,A,12396500,21.1,A
1993-11-05 00:00:00+00:00,21600.0,A,12396500,19.49,A
1993-11-06 00:00:00+00:00,19400.0,A,12396500,19.34,A
1993-11-07 00:00:00+00:00,19200.0,A,12396500,19.46,A
1993-11-08 00:00:00+00:00,20100.0,A,12396500,19.54,A
