datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd,"00065_auxiliary gage, [auxiliary gage_Mean","00065_auxiliary gage, [auxiliary gage_Mean_cd"
2021-10-01 00:00:00+00:00,22400.0,A,12396500,88.63,A,87.39,A
2021-10-02 00:00:00+00:00,22800.0,A,12396500,88.76,A,87.52,A
2021-10-03 00:00:00+00:00,22800.0,A,12396500,88.64,A,87.29,A
2021-10-04 00:00:00+00:00,22800.0,A,12396500,88.28,A,86.73,A
2021-10-05 00:00:00+00:00,23400.0,A,12396500,88.85,A,87.59,A
2021-10-06 00:00:00+00:00,23600.0,A,12396500,88.95,A,87.73,A
2021-10-07 00:00:00+00:00,23200.0,A,12396500,89.08,A,87.92,A
2021-10-08 00:00:00+00:00,22800.0,A,12396500,88.45,A,87.0,A
2021-10-09 00:00:00+00:00,23700.0,A,12396500,88.63,A,87.18,A
2021-10-10 00:00:00+00:00,24200.0,A,12396500,89.15,A,87.95,A
2021-10-11 00:00:00+00:00,23900.0,A,12396500,89.17,A,88.02,A
2021-10-12 00:00:00+00:00,23300.0,A,12396500,88.4,A,86.86,A
2021-10-13 00:00:00+00:00,23600.0,A,12396500,89.06,A,87.91,A
2021-10-14 00:00:00+00:00,23700.0,A,12396500,88.79,A,87.45,A
2021-10-15 00:00:00+00:00,23700.0,A,12396500,88.55,A,86.92,A
2021-10-16 00:00:00+00:00,24500.0,A,12396500,88.56,A,86.82,A
2021-10-17 00:00:00+00:00,25400.0,A,12396500,89.32,A,88.06,A
2021-10-18 00:00:00+00:00,25000.0,A,12396500,89.25,A,87.96,A
2021-10-19 00:00:00+00:00,25300.0,A,12396500,89.19,A,87.85,A
2021-10-20 00:00:00+00:00,25300.0,A,12396500,89.33,A,88.05,A
2021-10-21 00:00:00+00:00,24600.0,A,12396500,88.78,A,87.25,A
2021-10-22 00:00:00+00:00,25100.0,A,12396500,89.04,A,87.57,A
2021-10-23 00:00:00+00:00,24700.0,A,12396500,88.66,A,86.99,A
2021-10-24 00:00:00+00:00,24300.0,A,12396500,88.45,A,86.64,A
2021-10-25 00:00:00+00:00,24200.0,A,12396500,88.46,A,86.72,A
2021-10-26 00:00:00+00:00,23900.0,A,12396500,88.29,A,86.4,A
2021-10-27 00:00:00+00:00,24300.0,A,12396500,88.45,A,86.7,A
2021-10-28 00:00:00+00:00,24900.0,A,12396500,88.84,A,87.32,A
2021-10-29 00:00:00+00:00,23400.0,A,12396500,88.15,A,86.28,A
2021-10-30 00:00:00+00:00,22700.0,A,12396500,88.34,A,86.83,A
2021-10-31 00:00:00+00:00,22900.0,A,12396500,88.95,A,87.81,A
2021-11-01 00:00:00+00:00,23300.0,A,12396500,88.93,A,87.74,A
2021-11-02 00:00:00+00:00,23200.0,A,12396500,88.92,A,87.75,A
2021-11-03 00:00:00+00:00,23400.0,A,12396500,89.03,A,87.87,A
2021-11-04 00:00:00+00:00,23100.0,A,12396500,88.19,A,86.49,A
2021-11-05 00:00:00+00:00,24200.0,A,12396500,89.27,A,88.15,A
2021-11-06 00:00:00+00:00,23000.0,A,12396500,88.44,A,86.97,A
2021-11-07 00:00:00+00:00,23600.0,A,12396500,88.73,A,87.36,A
2021-11-08 00:00:00+00:00,24000.0,A,12396500,89.07,A,87.84,A
2021-11-09 00:00:00+00:00,23600.0,A,12396500,88.68,A,87.27,A
2021-11-10 00:00:00+00:00,19500.0,A,12396500,87.78,A,86.49,A
2021-11-11 00:00:00+00:00,18400.0,A,12396500,87.6,A,86.37,A
2021-11-12 00:00:00+00:00,15100.0,A,12396500,86.74,A,85.6,A
2021-11-13 00:00:00+00:00,15500.0,A,12396500,86.47,A,84.96,A
2021-11-14 00:00:00+00:00,25300.0,A,12396500,88.58,A,86.65,A
2021-11-15 00:00:00+00:00,24700.0,A,12396500,89.55,A,88.47,A
2021-11-16 00:00:00+00:00,17100.0,A,12396500,87.15,A,85.9,A
2021-11-17 00:00:00+00:00,14500.0,A,12396500,85.72,A,83.76,A
2021-11-18 00:00:00+00:00,17700.0,A,12396500,86.6,A,84.45,A
2021-11-19 00:00:00+00:00,24000.0,A,12396500,88.72,A,87.31,A
2021-11-20 00:00:00+00:00,24900.0,A,12396500,89.49,A,88.33,A
2021-11-21 00:00:00+00:00,17800.0,A,12396500,88.66,A,88.0,A
2021-11-22 00:00:00+00:00,12000.0,A,12396500,85.6,A,84.28,A
2021-11-23 00:00:00+00:00,11700.0,A,12396500,84.61,A,81.97,A
2021-11-24 00:00:00+00:00,17900.0,A,12396500,86.64,A,84.42,A
2021-11-25 00:00:00+00:00,24000.0,A,12396500,88.29,A,86.24,A
2021-11-26 00:00:00+00:00,19200.0,A,12396500,87.88,A,86.67,A
2021-11-27 00:00:00+00:00,10600.0,A,12396500,85.65,A,84.86,A
2021-11-28 00:00:00+00:00,14500.0,A,12396500,86.58,A,85.56,A
2021-11-29 00:00:00+00:00,20600.0,A,12396500,87.52,A,85.76,A
2021-11-30 00:00:00+00:00,20100.0,A,12396500,87.3,A,85.32,A
2021-12-01 00:00:00+00:00,19800.0,A,12396500,87.23,A,85.35,A
2021-12-02 00:00:00+00:00,19900.0,A,12396500,87.37,A,85.65,A
2021-12-03 00:00:00+00:00,24100.0,A,12396500,88.57,A,87.03,A
2021-12-04 00:00:00+00:00,27400.0,A,12396500,90.09,A,88.92,A
