datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,32295_Mean,32295_Mean_cd,32316_Mean,32316_Mean_cd,32319_Mean,32319_Mean_cd
2021-10-01 00:00:00+00:00,16.4,A,14162200,60.0,A,44.0,A,9.4,A,11.11,P,1.16,P,0.03,P
2021-10-02 00:00:00+00:00,16.4,A,14162200,59.6,A,44.0,A,9.4,A,10.81,P,1.15,P,0.03,P
2021-10-03 00:00:00+00:00,16.5,A,14162200,59.6,A,44.0,A,9.3,A,10.62,P,1.05,P,0.03,P
2021-10-04 00:00:00+00:00,16.5,A,14162200,59.1,A,44.0,A,9.3,A,10.45,P,0.98,P,0.04,P
2021-10-05 00:00:00+00:00,16.4,A,14162200,59.2,A,44.0,A,9.3,A,10.21,P,1.05,P,0.03,P
2021-10-06 00:00:00+00:00,16.5,A,14162200,59.1,"A, e",45.0,A,9.4,A,10.02,P,1.0,P,0.03,P
2021-10-07 00:00:00+00:00,16.4,A,14162200,59.2,"A, e",45.0,A,9.3,A,9.93,P,1.04,P,0.03,P
2021-10-08 00:00:00+00:00,16.5,A,14162200,59.2,"A, e",45.0,A,9.3,A,9.86,P,0.91,P,0.02,P
2021-10-09 00:00:00+00:00,16.5,A,14162200,59.2,"A, e",45.0,A,9.4,A,9.67,P,0.96,P,0.03,P
2021-10-10 00:00:00+00:00,16.5,A,14162200,59.1,"A, e",45.0,A,9.4,A,8.62,P,1.05,P,0.04,P
2021-10-11 00:00:00+00:00,16.3,A,14162200,59.1,"A, e",44.0,A,9.4,A,6.32,P,1.17,P,0.04,P
2021-10-12 00:00:00+00:00,16.2,A,14162200,59.1,"A, e",43.0,A,9.5,A,5.77,P,1.18,P,0.04,P
2021-10-13 00:00:00+00:00,15.9,A,14162200,59.0,"A, e",43.0,A,9.5,A,5.77,P,1.27,P,0.04,P
2021-10-14 00:00:00+00:00,15.6,A,14162200,59.1,A,43.0,A,9.6,A,5.84,P,1.34,P,0.05,P
2021-10-15 00:00:00+00:00,15.5,A,14162200,59.1,"A, e",43.0,A,9.6,A,5.87,P,1.25,P,0.03,P
2021-10-16 00:00:00+00:00,15.4,A,14162200,59.1,"A, e",43.0,A,9.6,A,6.04,P,1.21,P,0.03,P
2021-10-17 00:00:00+00:00,15.2,A,14162200,59.2,"A, e",43.0,A,9.6,A,6.27,P,1.29,P,0.04,P
2021-10-18 00:00:00+00:00,15.1,A,14162200,59.1,A,44.0,A,9.6,A,6.25,P,1.4,P,0.05,P
2021-10-19 00:00:00+00:00,15.0,A,14162200,59.1,"A, e",44.0,A,9.6,A,6.21,P,1.24,P,0.04,P
2021-10-20 00:00:00+00:00,14.9,A,14162200,59.1,A,44.0,A,9.6,A,6.39,P,1.33,P,0.03,P
2021-10-21 00:00:00+00:00,14.9,A,14162200,59.5,A,44.0,A,9.6,A,6.56,P,1.36,P,0.03,P
2021-10-22 00:00:00+00:00,14.8,A,14162200,261.0,"A, e",44.0,A,9.7,A,6.93,P,2.44,P,0.09,P
2021-10-23 00:00:00+00:00,14.6,A,14162200,857.0,"A, e",44.0,A,10.1,A,8.12,P,1.62,P,0.04,P
2021-10-24 00:00:00+00:00,14.2,A,14162200,1020.0,"A, e",43.0,A,10.2,A,9.73,P,1.4,P,0.03,P
2021-10-25 00:00:00+00:00,14.0,A,14162200,934.0,"A, e",43.0,A,10.3,A,9.56,P,1.45,P,0.03,P
2021-10-26 00:00:00+00:00,13.4,A,14162200,667.0,"A, e",43.0,A,10.4,A,10.59,P,1.56,P,0.04,P
2021-10-27 00:00:00+00:00,12.9,A,14162200,603.0,A,43.0,A,10.6,A,11.79,P,1.47,P,0.05,P
2021-10-28 00:00:00+00:00,12.6,A,14162200,605.0,A,42.0,A,10.6,A,13.08,P,1.38,P,0.04,P
2021-10-29 00:00:00+00:00,12.6,A,14162200,602.0,A,42.0,A,10.6,A,13.1,P,1.25,P,0.04,P
2021-10-30 00:00:00+00:00,12.6,A,14162200,592.0,A,42.0,A,10.6,A,14.0,P,1.22,P,0.03,P
2021-10-31 00:00:00+00:00,12.1,A,14162200,580.0,A,41.0,A,10.7,A,14.6,P,1.2,P,0.04,P
2021-11-01 00:00:00+00:00,11.9,A,14162200,572.0,A,41.0,A,10.7,A,12.62,P,1.26,P,0.04,P
2021-11-02 00:00:00+00:00,11.9,A,14162200,565.0,A,42.0,A,10.8,A,11.31,P,1.19,P,0.03,P
2021-11-03 00:00:00+00:00,12.1,A,14162200,557.0,A,43.0,A,10.6,A,11.12,P,1.18,P,0.03,P
2021-11-04 00:00:00+00:00,12.4,A,14162200,549.0,A,43.0,A,10.5,A,10.71,P,1.26,P,0.04,P
2021-11-05 00:00:00+00:00,12.1,A,14162200,674.0,A,43.0,A,10.7,A,13.39,P,1.72,P,0.06,P
2021-11-06 00:00:00+00:00,11.3,A,14162200,709.0,A,42.0,A,11.0,A,14.71,P,1.81,P,0.07,P
2021-11-07 00:00:00+00:00,10.7,A,14162200,703.0,A,41.0,A,11.2,A,14.8,P,1.77,P,0.07,P
2021-11-08 00:00:00+00:00,10.3,A,14162200,815.0,A,41.0,A,11.3,A,13.78,P,1.72,P,0.07,P
2021-11-09 00:00:00+00:00,10.2,A,14162200,803.0,A,41.0,A,11.3,A,12.86,P,1.85,P,0.08,P
2021-11-10 00:00:00+00:00,9.9,A,14162200,890.0,A,40.0,A,11.5,A,14.58,P,2.14,P,0.09,P
2021-11-11 00:00:00+00:00,9.8,A,14162200,1430.0,A,40.0,A,11.8,A,16.73,P,2.24,P,0.09,P
2021-11-12 00:00:00+00:00,9.9,A,14162200,1840.0,A,36.0,A,11.9,A,22.11,P,1.89,P,0.09,P
2021-11-13 00:00:00+00:00,10.1,A,14162200,1780.0,A,37.0,A,11.8,A,19.25,P,1.87,P,0.08,P
2021-11-14 00:00:00+00:00,10.3,A,14162200,1670.0,A,37.0,A,11.7,A,17.3,P,1.96,P,0.07,P
2021-11-15 00:00:00+00:00,10.5,A,14162200,1490.0,A,39.0,A,11.5,A,14.54,P,2.47,P,0.08,P
2021-11-16 00:00:00+00:00,9.5,A,14162200,1050.0,A,40.0,A,11.7,A,13.49,P,1.53,P,0.06,P
2021-11-17 00:00:00+00:00,7.4,A,14162200,741.0,A,46.0,A,11.9,A,12.02,P,0.81,P,0.11,P
2021-11-18 00:00:00+00:00,7.1,A,14162200,496.0,A,65.0,A,10.4,A,11.21,P,0.75,P,0.28,P
2021-11-19 00:00:00+00:00,8.2,A,14162200,342.0,A,65.0,A,9.4,A,41.88,P,1.78,P,0.74,P
