datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,63680_Mean,63680_Mean_cd,99409_2_Mean,99409_2_Mean_cd,99409_Mean,99409_Mean_cd
2023-11-01 00:00:00+00:00,,,06329500,11800.0,P,,,,,,
2023-11-02 00:00:00+00:00,,,06329500,11500.0,P,,,,,,
2023-11-03 00:00:00+00:00,,,06329500,11300.0,P,,,,,,
2023-11-04 00:00:00+00:00,,,06329500,11500.0,P,,,,,,
2023-11-05 00:00:00+00:00,,,06329500,12100.0,P,,,,,,
2023-11-06 00:00:00+00:00,,,06329500,11900.0,P,,,,,,
2023-11-07 00:00:00+00:00,,,06329500,11500.0,P,,,,,,
2023-11-08 00:00:00+00:00,,,06329500,11400.0,P,,,,,,
2023-11-09 00:00:00+00:00,,,06329500,11300.0,P,,,,,,
2023-11-10 00:00:00+00:00,,,06329500,11200.0,P,,,,,,
2023-11-11 00:00:00+00:00,,,06329500,11300.0,P,,,,,,
2023-11-12 00:00:00+00:00,,,06329500,11000.0,P,,,,,,
2023-11-13 00:00:00+00:00,,,06329500,10800.0,P,,,,,,
2023-11-14 00:00:00+00:00,,,06329500,10500.0,P,,,,,,
2023-11-15 00:00:00+00:00,,,06329500,10300.0,P,,,,,,
2023-11-16 00:00:00+00:00,,,06329500,10300.0,P,,,,,,
2023-11-17 00:00:00+00:00,,,06329500,10100.0,P,,,,,,
2023-11-18 00:00:00+00:00,,,06329500,9940.0,P,,,,,,
2023-11-19 00:00:00+00:00,,,06329500,9750.0,P,,,,,,
2023-11-20 00:00:00+00:00,,,06329500,9600.0,P,,,,,,
2023-11-21 00:00:00+00:00,,,06329500,9540.0,P,,,,,,
2023-11-22 00:00:00+00:00,,,06329500,9430.0,P,,,,,,
2023-11-23 00:00:00+00:00,,,06329500,9300.0,P,,,,,,
2023-11-24 00:00:00+00:00,,,06329500,8950.0,P,,,,,,
2023-11-25 00:00:00+00:00,,,06329500,8630.0,P,,,,,,
2023-11-26 00:00:00+00:00,,,06329500,8520.0,P,,,,,,
2023-11-27 00:00:00+00:00,,,06329500,8680.0,P,,,,,,
2023-11-28 00:00:00+00:00,,,06329500,8470.0,P,,,,,,
2023-11-29 00:00:00+00:00,,,06329500,8120.0,P,,,,,,
2023-11-30 00:00:00+00:00,,,06329500,8010.0,P,,,,,,
2023-12-01 00:00:00+00:00,,,06329500,8100.0,P,,,,,,
2023-12-02 00:00:00+00:00,,,06329500,7840.0,P,,,,,,
2023-12-03 00:00:00+00:00,,,06329500,7920.0,P,,,,,,
2023-12-04 00:00:00+00:00,,,06329500,7940.0,P,,,,,,
2023-12-05 00:00:00+00:00,,,06329500,7990.0,P,,,,,,
2023-12-06 00:00:00+00:00,,,06329500,7870.0,P,,,,,,
2023-12-07 00:00:00+00:00,,,06329500,7920.0,P,,,,,,
2023-12-08 00:00:00+00:00,,,06329500,7940.0,P,,,,,,
2023-12-09 00:00:00+00:00,,,06329500,7980.0,P,,,,,,
2023-12-10 00:00:00+00:00,,,06329500,8130.0,P,,,,,,
2023-12-11 00:00:00+00:00,,,06329500,7980.0,P,,,,,,
2023-12-12 00:00:00+00:00,,,06329500,7850.0,P,,,,,,
2023-12-13 00:00:00+00:00,,,06329500,7780.0,P,,,,,,
2023-12-14 00:00:00+00:00,,,06329500,7610.0,P,,,,,,
2023-12-15 00:00:00+00:00,,,06329500,7510.0,P,,,,,,
2023-12-16 00:00:00+00:00,,,06329500,7560.0,P,,,,,,
2023-12-17 00:00:00+00:00,,,06329500,7640.0,P,,,,,,
