datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_tdg_Mean,00047_tdg_Mean_cd,00060_Mean,00060_Mean_cd
2023-10-01 00:00:00+00:00,17.2,A,14150000,748.0,P,769.0,P,1750.0,A
2023-10-02 00:00:00+00:00,16.9,A,14150000,748.0,P,766.0,P,1750.0,A
2023-10-03 00:00:00+00:00,17.1,A,14150000,750.0,P,769.0,P,1750.0,A
2023-10-04 00:00:00+00:00,17.0,A,14150000,753.0,P,773.0,P,1750.0,A
2023-10-05 00:00:00+00:00,17.0,A,14150000,750.0,P,775.0,P,1750.0,A
2023-10-06 00:00:00+00:00,17.1,A,14150000,746.0,P,780.0,P,1750.0,A
2023-10-07 00:00:00+00:00,17.2,A,14150000,744.0,P,776.0,P,1740.0,A
2023-10-08 00:00:00+00:00,17.2,A,14150000,741.0,P,776.0,P,1740.0,A
2023-10-09 00:00:00+00:00,17.0,A,14150000,739.0,P,772.0,P,1740.0,A
2023-10-10 00:00:00+00:00,16.9,A,14150000,737.0,P,768.0,P,1740.0,A
2023-10-11 00:00:00+00:00,16.8,A,14150000,742.0,P,767.0,P,1740.0,A
2023-10-12 00:00:00+00:00,16.8,A,14150000,744.0,P,772.0,P,1740.0,A
2023-10-13 00:00:00+00:00,16.3,A,14150000,741.0,P,760.0,P,1740.0,A
2023-10-14 00:00:00+00:00,16.2,A,14150000,747.0,P,763.0,P,1730.0,A
2023-10-15 00:00:00+00:00,16.2,A,14150000,747.0,P,769.0,P,1740.0,A
2023-10-16 00:00:00+00:00,16.0,A,14150000,747.0,P,789.0,P,1720.0,A
2023-10-17 00:00:00+00:00,15.9,A,14150000,750.0,P,794.0,P,1720.0,A
2023-10-18 00:00:00+00:00,15.7,A,14150000,747.0,P,791.0,P,1710.0,A
2023-10-19 00:00:00+00:00,15.7,A,14150000,747.0,P,791.0,P,1710.0,A
2023-10-20 00:00:00+00:00,15.6,A,14150000,745.0,P,788.0,P,1710.0,A
2023-10-21 00:00:00+00:00,15.6,A,14150000,743.0,P,785.0,P,1710.0,A
2023-10-22 00:00:00+00:00,15.6,A,14150000,743.0,P,786.0,P,1710.0,A
2023-10-23 00:00:00+00:00,15.4,A,14150000,747.0,P,791.0,P,1700.0,A
2023-10-24 00:00:00+00:00,15.2,A,14150000,744.0,P,785.0,P,1630.0,A
2023-10-25 00:00:00+00:00,14.8,A,14150000,744.0,P,784.0,P,1630.0,A
2023-10-26 00:00:00+00:00,14.5,P,14150000,751.0,P,792.0,P,1630.0,P
2023-10-27 00:00:00+00:00,13.7,P,14150000,752.0,P,793.0,P,1630.0,P
2023-10-28 00:00:00+00:00,13.3,P,14150000,755.0,P,796.0,P,1630.0,P
2023-10-29 00:00:00+00:00,12.8,P,14150000,754.0,P,796.0,P,1630.0,P
2023-10-30 00:00:00+00:00,12.4,P,14150000,752.0,P,794.0,P,1570.0,P
2023-10-31 00:00:00+00:00,12.3,P,14150000,750.0,P,794.0,P,1500.0,P
2023-11-01 00:00:00+00:00,12.2,P,14150000,748.0,P,793.0,P,1490.0,P
2023-11-02 00:00:00+00:00,12.4,P,14150000,747.0,P,794.0,P,1390.0,P
2023-11-03 00:00:00+00:00,12.3,P,14150000,747.0,P,798.0,P,1340.0,P
2023-11-04 00:00:00+00:00,12.3,P,14150000,743.0,P,788.0,P,1360.0,P
2023-11-05 00:00:00+00:00,12.3,P,14150000,742.0,P,794.0,P,1500.0,P
2023-11-06 00:00:00+00:00,12.1,P,14150000,740.0,P,800.0,P,2260.0,P
2023-11-07 00:00:00+00:00,11.7,P,14150000,751.0,P,819.0,P,2730.0,P
2023-11-08 00:00:00+00:00,11.3,P,14150000,755.0,P,827.0,P,2930.0,P
2023-11-09 00:00:00+00:00,11.0,P,14150000,750.0,P,822.0,P,2900.0,P
2023-11-10 00:00:00+00:00,10.6,P,14150000,750.0,P,813.0,P,2370.0,P
2023-11-11 00:00:00+00:00,10.4,P,14150000,749.0,P,812.0,P,1890.0,P
2023-11-12 00:00:00+00:00,10.3,P,14150000,744.0,P,803.0,P,1710.0,P
2023-11-13 00:00:00+00:00,10.2,P,14150000,745.0,P,805.0,P,1700.0,P
2023-11-14 00:00:00+00:00,9.8,P,14150000,745.0,P,804.0,P,1700.0,P
2023-11-15 00:00:00+00:00,10.0,P,14150000,743.0,P,802.0,P,1690.0,P
2023-11-16 00:00:00+00:00,9.9,P,14150000,746.0,P,805.0,"P, [4]",1690.0,P
2023-11-17 00:00:00+00:00,9.8,P,14150000,745.0,P,812.0,P,1780.0,P
2023-11-18 00:00:00+00:00,9.7,P,14150000,740.0,P,816.0,P,2240.0,P
