datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd,"00065_auxiliary gage, [auxiliary gage_Mean","00065_auxiliary gage, [auxiliary gage_Mean_cd"
2003-10-01 00:00:00+00:00,12900.0,A,12396500,88.05,A,87.48,A
2003-10-02 00:00:00+00:00,15200.0,A,12396500,88.91,A,88.3,A
2003-10-03 00:00:00+00:00,16100.0,A,12396500,88.95,A,88.22,A
2003-10-04 00:00:00+00:00,16100.0,A,12396500,88.37,A,87.49,A
2003-10-05 00:00:00+00:00,16100.0,A,12396500,88.4,A,87.54,A
2003-10-06 00:00:00+00:00,16100.0,A,12396500,88.35,A,87.42,A
2003-10-07 00:00:00+00:00,16200.0,A,12396500,87.89,A,86.86,A
2003-10-08 00:00:00+00:00,15900.0,A,12396500,88.2,A,87.31,A
2003-10-09 00:00:00+00:00,16500.0,A,12396500,88.54,A,87.58,A
2003-10-10 00:00:00+00:00,16000.0,A,12396500,87.45,A,86.28,A
2003-10-11 00:00:00+00:00,16200.0,A,12396500,87.79,A,86.67,A
2003-10-12 00:00:00+00:00,16200.0,A,12396500,88.18,A,87.26,A
2003-10-13 00:00:00+00:00,15900.0,A,12396500,88.5,A,87.66,A
2003-10-14 00:00:00+00:00,16100.0,A,12396500,88.17,A,87.25,A
2003-10-15 00:00:00+00:00,17300.0,A,12396500,88.08,A,86.93,A
2003-10-16 00:00:00+00:00,17900.0,A,12396500,88.36,A,87.23,A
2003-10-17 00:00:00+00:00,18400.0,A,12396500,88.24,A,87.06,A
2003-10-18 00:00:00+00:00,18200.0,A,12396500,89.01,A,88.07,A
2003-10-19 00:00:00+00:00,18900.0,A,12396500,89.1,A,88.09,A
2003-10-20 00:00:00+00:00,18900.0,A,12396500,88.62,A,87.44,A
2003-10-21 00:00:00+00:00,18200.0,A,12396500,88.63,A,87.61,A
2003-10-22 00:00:00+00:00,18300.0,A,12396500,90.38,A,89.79,A
2003-10-23 00:00:00+00:00,18700.0,A,12396500,90.29,A,89.66,A
2003-10-24 00:00:00+00:00,18300.0,A,12396500,89.37,A,88.58,A
2003-10-25 00:00:00+00:00,18800.0,A,12396500,88.38,A,87.18,A
2003-10-26 00:00:00+00:00,18800.0,A,12396500,88.35,A,87.11,A
2003-10-27 00:00:00+00:00,18800.0,A,12396500,88.48,A,87.33,A
2003-10-28 00:00:00+00:00,18800.0,A,12396500,88.6,A,87.45,A
2003-10-29 00:00:00+00:00,18400.0,A,12396500,88.05,A,86.78,A
2003-10-30 00:00:00+00:00,18400.0,A,12396500,89.74,A,88.98,A
2003-10-31 00:00:00+00:00,19800.0,A,12396500,89.91,A,89.07,A
2003-11-01 00:00:00+00:00,24500.0,A,12396500,90.09,A,88.85,A
2003-11-02 00:00:00+00:00,25500.0,A,12396500,90.92,A,89.84,A
2003-11-03 00:00:00+00:00,27200.0,A,12396500,91.13,A,89.94,A
2003-11-04 00:00:00+00:00,27700.0,A,12396500,90.88,A,89.54,A
2003-11-05 00:00:00+00:00,28000.0,A,12396500,90.94,A,89.59,A
2003-11-06 00:00:00+00:00,28000.0,A,12396500,91.52,A,90.36,A
2003-11-07 00:00:00+00:00,28100.0,A,12396500,92.27,A,91.31,A
2003-11-08 00:00:00+00:00,28700.0,A,12396500,92.97,A,92.11,A
2003-11-09 00:00:00+00:00,27900.0,A,12396500,92.22,A,91.27,A
2003-11-10 00:00:00+00:00,24100.0,A,12396500,91.18,A,90.3,A
2003-11-11 00:00:00+00:00,21200.0,A,12396500,90.83,A,90.11,A
2003-11-12 00:00:00+00:00,20600.0,A,12396500,89.99,A,89.14,A
2003-11-13 00:00:00+00:00,19700.0,A,12396500,89.78,A,88.95,A
2003-11-14 00:00:00+00:00,19500.0,A,12396500,89.87,A,89.08,A
2003-11-15 00:00:00+00:00,18200.0,A,12396500,89.96,A,89.3,A
2003-11-16 00:00:00+00:00,16200.0,A,12396500,88.0,A,87.03,A
2003-11-17 00:00:00+00:00,13900.0,A,12396500,87.29,A,86.33,A
2003-11-18 00:00:00+00:00,13100.0,A,12396500,85.5,A,83.8,A
2003-11-19 00:00:00+00:00,15100.0,A,12396500,85.72,A,83.65,A
2003-11-20 00:00:00+00:00,14700.0,A,12396500,85.45,A,83.24,A
2003-11-21 00:00:00+00:00,14700.0,A,12396500,85.97,A,84.26,A
2003-11-22 00:00:00+00:00,15700.0,A,12396500,86.62,A,85.1,A
2003-11-23 00:00:00+00:00,15000.0,A,12396500,88.06,A,87.21,A
2003-11-24 00:00:00+00:00,16000.0,A,12396500,87.64,A,86.48,A
2003-11-25 00:00:00+00:00,16400.0,A,12396500,87.23,A,85.91,A
2003-11-26 00:00:00+00:00,17800.0,A,12396500,88.54,A,87.47,A
2003-11-27 00:00:00+00:00,19100.0,A,12396500,88.55,A,87.32,A
2003-11-28 00:00:00+00:00,16400.0,A,12396500,88.53,A,87.66,A
2003-11-29 00:00:00+00:00,14800.0,A,12396500,89.23,A,88.66,A
2003-11-30 00:00:00+00:00,13800.0,A,12396500,88.25,A,87.59,A
2003-12-01 00:00:00+00:00,13500.0,A,12396500,87.53,A,86.78,A
2003-12-02 00:00:00+00:00,14200.0,A,12396500,88.0,A,87.26,A
2003-12-03 00:00:00+00:00,15700.0,A,12396500,88.38,A,87.58,A
2003-12-04 00:00:00+00:00,15200.0,A,12396500,87.59,A,86.53,A
2003-12-05 00:00:00+00:00,15200.0,A,12396500,85.94,A,84.02,A
2003-12-06 00:00:00+00:00,14500.0,A,12396500,85.89,A,84.12,A
2003-12-07 00:00:00+00:00,14300.0,A,12396500,85.71,A,83.89,A
2003-12-08 00:00:00+00:00,14500.0,A,12396500,87.46,A,86.52,A
2003-12-09 00:00:00+00:00,14500.0,A,12396500,86.88,A,85.63,A
2003-12-10 00:00:00+00:00,15700.0,A,12396500,86.18,A,84.35,A
2003-12-11 00:00:00+00:00,15800.0,A,12396500,86.5,A,84.9,A
2003-12-12 00:00:00+00:00,15700.0,A,12396500,86.76,A,85.3,A
2003-12-13 00:00:00+00:00,15000.0,A,12396500,86.21,A,84.49,A
2003-12-14 00:00:00+00:00,14900.0,A,12396500,86.08,A,84.36,A
2003-12-15 00:00:00+00:00,15300.0,A,12396500,86.8,A,85.38,A
2003-12-16 00:00:00+00:00,15900.0,A,12396500,86.01,A,84.0,A
2003-12-17 00:00:00+00:00,16300.0,A,12396500,87.15,A,85.81,A
2003-12-18 00:00:00+00:00,17600.0,A,12396500,88.36,A,87.32,A
2003-12-19 00:00:00+00:00,17600.0,A,12396500,88.6,A,87.61,A
2003-12-20 00:00:00+00:00,15000.0,A,12396500,87.09,A,85.84,A
2003-12-21 00:00:00+00:00,14000.0,A,12396500,86.41,A,85.08,A
2003-12-22 00:00:00+00:00,13300.0,A,12396500,86.63,A,85.58,A
2003-12-23 00:00:00+00:00,13200.0,A,12396500,86.56,A,85.43,A
2003-12-24 00:00:00+00:00,12800.0,A,12396500,87.28,A,86.53,A
2003-12-25 00:00:00+00:00,13600.0,A,12396500,88.71,A,88.16,A
2003-12-26 00:00:00+00:00,13400.0,A,12396500,88.15,A,87.54,A
2003-12-27 00:00:00+00:00,13600.0,A,12396500,87.45,A,86.57,A
2003-12-28 00:00:00+00:00,13500.0,A,12396500,86.61,A,85.52,A
2003-12-29 00:00:00+00:00,13500.0,A,12396500,86.61,A,85.4,A
2003-12-30 00:00:00+00:00,15800.0,A,12396500,85.82,A,83.59,A
2003-12-31 00:00:00+00:00,18100.0,A,12396500,86.79,A,84.83,A
2004-01-01 00:00:00+00:00,17900.0,A,12396500,88.62,A,87.6,A
2004-01-02 00:00:00+00:00,15100.0,A,12396500,87.1,A,85.8,A
2004-01-03 00:00:00+00:00,13000.0,A,12396500,84.71,A,82.18,A
2004-01-04 00:00:00+00:00,11100.0,A,12396500,84.8,A,83.17,A
2004-01-05 00:00:00+00:00,11500.0,A,12396500,85.88,A,84.53,A
2004-01-06 00:00:00+00:00,15000.0,A,12396500,85.41,A,83.02,A
2004-01-07 00:00:00+00:00,14400.0,A,12396500,86.43,A,85.06,A
2004-01-08 00:00:00+00:00,12500.0,A,12396500,85.74,A,84.42,A
2004-01-09 00:00:00+00:00,11800.0,"A, e",12396500,85.25,A,83.73,A
2004-01-10 00:00:00+00:00,9710.0,A,12396500,85.63,A,84.86,A
2004-01-11 00:00:00+00:00,8400.0,"A, e",12396500,86.56,A,86.15,A
2004-01-12 00:00:00+00:00,8300.0,"A, e",12396500,88.18,A,87.92,A
2004-01-13 00:00:00+00:00,8200.0,"A, e",12396500,86.45,A,86.06,A
2004-01-14 00:00:00+00:00,8200.0,"A, e",12396500,85.93,A,85.42,A
2004-01-15 00:00:00+00:00,8410.0,A,12396500,85.54,A,84.96,A
2004-01-16 00:00:00+00:00,9000.0,A,12396500,85.61,A,84.98,A
2004-01-17 00:00:00+00:00,9460.0,A,12396500,85.44,A,84.56,A
2004-01-18 00:00:00+00:00,9150.0,A,12396500,85.61,A,84.91,A
2004-01-19 00:00:00+00:00,10100.0,A,12396500,88.04,A,87.75,A
2004-01-20 00:00:00+00:00,10900.0,A,12396500,87.96,A,87.54,A
2004-01-21 00:00:00+00:00,10900.0,A,12396500,86.81,A,86.18,A
2004-01-22 00:00:00+00:00,11100.0,A,12396500,85.89,A,84.9,A
2004-01-23 00:00:00+00:00,11000.0,A,12396500,86.04,A,85.15,A
2004-01-24 00:00:00+00:00,11000.0,A,12396500,86.17,A,85.35,A
2004-01-25 00:00:00+00:00,10300.0,A,12396500,86.56,A,85.97,A
2004-01-26 00:00:00+00:00,12500.0,A,12396500,89.04,A,88.69,A
2004-01-27 00:00:00+00:00,13400.0,A,12396500,88.57,A,87.99,A
2004-01-28 00:00:00+00:00,14000.0,A,12396500,87.52,A,86.57,A
2004-01-29 00:00:00+00:00,14900.0,A,12396500,86.47,A,85.03,A
2004-01-30 00:00:00+00:00,15600.0,A,12396500,87.17,A,85.92,A
2004-01-31 00:00:00+00:00,15600.0,A,12396500,86.48,A,84.86,A
2004-02-01 00:00:00+00:00,15200.0,A,12396500,87.23,A,86.11,A
2004-02-02 00:00:00+00:00,15700.0,A,12396500,88.35,A,87.51,A
2004-02-03 00:00:00+00:00,13900.0,A,12396500,87.72,A,86.94,A
2004-02-04 00:00:00+00:00,12900.0,A,12396500,86.95,A,86.06,A
