datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,80154_Mean,80154_Mean_cd,80155_Mean,80155_Mean_cd
1989-10-01 00:00:00+00:00,15.0,A,09217000,1080.0,A,17.0,A,50.0,A
1989-10-02 00:00:00+00:00,15.0,A,09217000,1080.0,A,20.0,A,58.0,A
1989-10-03 00:00:00+00:00,16.5,A,09217000,1070.0,A,19.0,A,55.0,A
1989-10-04 00:00:00+00:00,16.0,A,09217000,1090.0,A,15.0,A,44.0,A
1989-10-05 00:00:00+00:00,16.0,A,09217000,1080.0,A,15.0,A,44.0,A
1989-10-06 00:00:00+00:00,16.5,A,09217000,1110.0,A,17.0,A,51.0,A
1989-10-07 00:00:00+00:00,17.0,A,09217000,1130.0,A,21.0,A,64.0,A
1989-10-08 00:00:00+00:00,15.0,A,09217000,1140.0,A,21.0,A,65.0,A
1989-10-09 00:00:00+00:00,13.0,A,09217000,1140.0,A,15.0,A,46.0,A
1989-10-10 00:00:00+00:00,13.5,A,09217000,1140.0,A,10.0,A,31.0,A
1989-10-11 00:00:00+00:00,13.0,A,09217000,1140.0,A,31.0,A,95.0,A
1989-10-12 00:00:00+00:00,12.0,A,09217000,1130.0,A,18.0,A,55.0,A
1989-10-13 00:00:00+00:00,12.0,A,09217000,1150.0,A,10.0,A,31.0,A
1989-10-14 00:00:00+00:00,9.5,A,09217000,1160.0,A,16.0,A,50.0,A
1989-10-15 00:00:00+00:00,8.0,A,09217000,1160.0,A,15.0,A,47.0,A
1989-10-16 00:00:00+00:00,9.5,A,09217000,1150.0,A,12.0,A,37.0,A
1989-10-17 00:00:00+00:00,9.0,A,09217000,1170.0,A,19.0,A,60.0,A
1989-10-18 00:00:00+00:00,9.0,A,09217000,1150.0,A,16.0,A,50.0,A
1989-10-19 00:00:00+00:00,9.0,A,09217000,1160.0,A,10.0,A,31.0,A
1989-10-20 00:00:00+00:00,9.0,A,09217000,1170.0,A,10.0,A,32.0,A
1989-10-21 00:00:00+00:00,9.0,A,09217000,1170.0,A,19.0,A,60.0,A
1989-10-22 00:00:00+00:00,9.0,A,09217000,1170.0,A,21.0,A,66.0,A
1989-10-23 00:00:00+00:00,9.0,A,09217000,1180.0,A,20.0,A,64.0,A
1989-10-24 00:00:00+00:00,8.5,A,09217000,1200.0,A,22.0,A,71.0,A
1989-10-25 00:00:00+00:00,8.0,A,09217000,1180.0,A,18.0,A,57.0,A
1989-10-26 00:00:00+00:00,8.0,A,09217000,1180.0,A,11.0,A,35.0,A
1989-10-27 00:00:00+00:00,8.0,A,09217000,1170.0,A,10.0,A,32.0,A
1989-10-28 00:00:00+00:00,8.0,A,09217000,1190.0,A,11.0,A,35.0,A
1989-10-29 00:00:00+00:00,8.0,A,09217000,1190.0,A,9.0,A,29.0,A
1989-10-30 00:00:00+00:00,7.5,A,09217000,1190.0,A,12.0,A,39.0,A
1989-10-31 00:00:00+00:00,6.5,A,09217000,1150.0,A,10.0,A,31.0,A
1989-11-01 00:00:00+00:00,6.0,A,09217000,1150.0,A,9.0,A,28.0,A
1989-11-02 00:00:00+00:00,6.0,A,09217000,1120.0,A,8.0,A,24.0,A
1989-11-03 00:00:00+00:00,6.0,A,09217000,1120.0,A,34.0,A,103.0,A
1989-11-04 00:00:00+00:00,6.0,A,09217000,1130.0,A,19.0,A,58.0,A
1989-11-05 00:00:00+00:00,6.0,A,09217000,1130.0,A,8.0,A,24.0,A
1989-11-06 00:00:00+00:00,6.0,A,09217000,1140.0,A,52.0,A,160.0,A
1989-11-07 00:00:00+00:00,6.0,A,09217000,1130.0,A,33.0,A,101.0,A
1989-11-08 00:00:00+00:00,6.0,A,09217000,1130.0,A,9.0,A,27.0,A
1989-11-09 00:00:00+00:00,6.0,A,09217000,1140.0,A,12.0,A,37.0,A
1989-11-10 00:00:00+00:00,6.0,A,09217000,1150.0,A,15.0,A,47.0,A
1989-11-11 00:00:00+00:00,6.0,A,09217000,1150.0,A,11.0,A,34.0,A
1989-11-12 00:00:00+00:00,6.0,A,09217000,1150.0,A,7.0,A,22.0,A
1989-11-13 00:00:00+00:00,6.0,A,09217000,1150.0,A,9.0,A,28.0,A
1989-11-14 00:00:00+00:00,6.0,A,09217000,1090.0,A,7.0,A,21.0,A
1989-11-15 00:00:00+00:00,6.0,A,09217000,964.0,A,5.0,A,13.0,A
1989-11-16 00:00:00+00:00,6.0,A,09217000,993.0,A,6.0,A,16.0,A
1989-11-17 00:00:00+00:00,6.0,A,09217000,1040.0,A,8.0,A,22.0,A
1989-11-18 00:00:00+00:00,6.0,A,09217000,1040.0,A,6.0,A,17.0,A
1989-11-19 00:00:00+00:00,6.0,A,09217000,1030.0,A,4.0,A,11.0,A
1989-11-20 00:00:00+00:00,3.0,A,09217000,1030.0,A,5.0,A,14.0,A
1989-11-21 00:00:00+00:00,3.0,A,09217000,1030.0,A,7.0,A,19.0,A
1989-11-22 00:00:00+00:00,3.0,A,09217000,1080.0,A,8.0,A,23.0,A
1989-11-23 00:00:00+00:00,3.0,A,09217000,1160.0,A,8.0,A,25.0,A
1989-11-24 00:00:00+00:00,3.0,A,09217000,1160.0,A,8.0,A,25.0,A
1989-11-25 00:00:00+00:00,3.0,A,09217000,1170.0,A,9.0,A,28.0,A
1989-11-26 00:00:00+00:00,3.0,A,09217000,1180.0,A,9.0,A,29.0,A
1989-11-27 00:00:00+00:00,0.0,A,09217000,1160.0,A,10.0,A,31.0,A
