datetime,00010_2_Mean,00010_2_Mean_cd,site_no,00060_Mean,00060_Mean_cd
1993-11-22 00:00:00+00:00,,,13010065,250.0,A
1993-11-23 00:00:00+00:00,,,13010065,253.0,A
1993-11-24 00:00:00+00:00,,,13010065,250.0,"A, e"
1993-11-25 00:00:00+00:00,,,13010065,238.0,"A, e"
1993-11-26 00:00:00+00:00,,,13010065,247.0,"A, e"
1993-11-27 00:00:00+00:00,,,13010065,250.0,"A, e"
1993-11-28 00:00:00+00:00,,,13010065,258.0,"A, e"
1993-11-29 00:00:00+00:00,,,13010065,259.0,A
1993-11-30 00:00:00+00:00,,,13010065,262.0,A
1993-12-01 00:00:00+00:00,,,13010065,260.0,A
1993-12-02 00:00:00+00:00,,,13010065,273.0,A
1993-12-03 00:00:00+00:00,,,13010065,280.0,A
1993-12-04 00:00:00+00:00,,,13010065,282.0,A
1993-12-05 00:00:00+00:00,,,13010065,285.0,A
1993-12-06 00:00:00+00:00,,,13010065,297.0,A
1993-12-07 00:00:00+00:00,,,13010065,307.0,A
1993-12-08 00:00:00+00:00,,,13010065,312.0,A
1993-12-09 00:00:00+00:00,,,13010065,326.0,A
1993-12-10 00:00:00+00:00,,,13010065,343.0,A
1993-12-11 00:00:00+00:00,,,13010065,330.0,A
1993-12-12 00:00:00+00:00,,,13010065,332.0,A
1993-12-13 00:00:00+00:00,,,13010065,322.0,A
1993-12-14 00:00:00+00:00,,,13010065,332.0,A
1993-12-15 00:00:00+00:00,,,13010065,338.0,A
1993-12-16 00:00:00+00:00,,,13010065,318.0,A
1993-12-17 00:00:00+00:00,,,13010065,312.0,A
1993-12-18 00:00:00+00:00,,,13010065,305.0,A
1993-12-19 00:00:00+00:00,,,13010065,307.0,A
1993-12-20 00:00:00+00:00,,,13010065,303.0,A
1993-12-21 00:00:00+00:00,,,13010065,301.0,A
1993-12-22 00:00:00+00:00,,,13010065,297.0,A
1993-12-23 00:00:00+00:00,,,13010065,295.0,"A, e"
1993-12-24 00:00:00+00:00,,,13010065,290.0,"A, e"
1993-12-25 00:00:00+00:00,,,13010065,280.0,"A, e"
1993-12-26 00:00:00+00:00,,,13010065,285.0,"A, e"
1993-12-27 00:00:00+00:00,,,13010065,280.0,"A, e"
1993-12-28 00:00:00+00:00,,,13010065,285.0,"A, e"
1993-12-29 00:00:00+00:00,,,13010065,287.0,A
1993-12-30 00:00:00+00:00,,,13010065,291.0,A
1993-12-31 00:00:00+00:00,,,13010065,291.0,A
1994-01-01 00:00:00+00:00,,,13010065,302.0,A
1994-01-02 00:00:00+00:00,,,13010065,306.0,A
1994-01-03 00:00:00+00:00,,,13010065,317.0,A
1994-01-04 00:00:00+00:00,,,13010065,315.0,A
1994-01-05 00:00:00+00:00,,,13010065,338.0,A
1994-01-06 00:00:00+00:00,,,13010065,335.0,A
1994-01-07 00:00:00+00:00,,,13010065,336.0,A
1994-01-08 00:00:00+00:00,,,13010065,345.0,A
1994-01-09 00:00:00+00:00,,,13010065,351.0,A
1994-01-10 00:00:00+00:00,,,13010065,350.0,A
1994-01-11 00:00:00+00:00,,,13010065,346.0,A
1994-01-12 00:00:00+00:00,,,13010065,341.0,A
1994-01-13 00:00:00+00:00,,,13010065,337.0,A
1994-01-14 00:00:00+00:00,,,13010065,336.0,A
1994-01-15 00:00:00+00:00,,,13010065,333.0,A
1994-01-16 00:00:00+00:00,,,13010065,325.0,A
1994-01-17 00:00:00+00:00,,,13010065,318.0,A
1994-01-18 00:00:00+00:00,,,13010065,317.0,A
1994-01-19 00:00:00+00:00,,,13010065,310.0,"A, e"
1994-01-20 00:00:00+00:00,,,13010065,300.0,"A, e"
1994-01-21 00:00:00+00:00,,,13010065,298.0,"A, e"
1994-01-22 00:00:00+00:00,,,13010065,295.0,"A, e"
1994-01-23 00:00:00+00:00,,,13010065,290.0,"A, e"
1994-01-24 00:00:00+00:00,,,13010065,295.0,"A, e"
1994-01-25 00:00:00+00:00,,,13010065,300.0,"A, e"
1994-01-26 00:00:00+00:00,,,13010065,303.0,A
1994-01-27 00:00:00+00:00,,,13010065,300.0,A
1994-01-28 00:00:00+00:00,,,13010065,293.0,A
1994-01-29 00:00:00+00:00,,,13010065,285.0,"A, e"
1994-01-30 00:00:00+00:00,,,13010065,280.0,"A, e"
1994-01-31 00:00:00+00:00,,,13010065,265.0,"A, e"
1994-02-01 00:00:00+00:00,,,13010065,270.0,"A, e"
1994-02-02 00:00:00+00:00,,,13010065,277.0,A
1994-02-03 00:00:00+00:00,,,13010065,281.0,A
1994-02-04 00:00:00+00:00,,,13010065,275.0,A
1994-02-05 00:00:00+00:00,,,13010065,276.0,A
1994-02-06 00:00:00+00:00,,,13010065,276.0,A
1994-02-07 00:00:00+00:00,,,13010065,287.0,A
1994-02-08 00:00:00+00:00,,,13010065,311.0,A
1994-02-09 00:00:00+00:00,,,13010065,308.0,A
1994-02-10 00:00:00+00:00,,,13010065,300.0,"A, e"
1994-02-11 00:00:00+00:00,,,13010065,290.0,"A, e"
1994-02-12 00:00:00+00:00,,,13010065,285.0,"A, e"
1994-02-13 00:00:00+00:00,,,13010065,290.0,"A, e"
1994-02-14 00:00:00+00:00,,,13010065,295.0,"A, e"
1994-02-15 00:00:00+00:00,,,13010065,300.0,"A, e"
1994-02-16 00:00:00+00:00,,,13010065,309.0,A
1994-02-17 00:00:00+00:00,,,13010065,306.0,A
1994-02-18 00:00:00+00:00,,,13010065,308.0,A
1994-02-19 00:00:00+00:00,,,13010065,310.0,A
1994-02-20 00:00:00+00:00,,,13010065,309.0,A
1994-02-21 00:00:00+00:00,,,13010065,308.0,A
1994-02-22 00:00:00+00:00,,,13010065,305.0,A
1994-02-23 00:00:00+00:00,,,13010065,305.0,A
1994-02-24 00:00:00+00:00,,,13010065,368.0,A
1994-02-25 00:00:00+00:00,,,13010065,359.0,A
1994-02-26 00:00:00+00:00,,,13010065,345.0,A
1994-02-27 00:00:00+00:00,,,13010065,354.0,A
1994-02-28 00:00:00+00:00,,,13010065,354.0,A
1994-03-01 00:00:00+00:00,,,13010065,356.0,A
1994-03-02 00:00:00+00:00,,,13010065,355.0,A
1994-03-03 00:00:00+00:00,,,13010065,353.0,A
1994-03-04 00:00:00+00:00,,,13010065,350.0,A
1994-03-05 00:00:00+00:00,,,13010065,347.0,A
1994-03-06 00:00:00+00:00,,,13010065,343.0,A
1994-03-07 00:00:00+00:00,,,13010065,328.0,A
1994-03-08 00:00:00+00:00,,,13010065,319.0,A
1994-03-09 00:00:00+00:00,,,13010065,317.0,A
1994-03-10 00:00:00+00:00,,,13010065,309.0,A
1994-03-11 00:00:00+00:00,,,13010065,316.0,A
1994-03-12 00:00:00+00:00,,,13010065,318.0,A
1994-03-13 00:00:00+00:00,,,13010065,309.0,A
1994-03-14 00:00:00+00:00,,,13010065,308.0,A
1994-03-15 00:00:00+00:00,,,13010065,312.0,A
1994-03-16 00:00:00+00:00,,,13010065,315.0,A
1994-03-17 00:00:00+00:00,,,13010065,311.0,A
1994-03-18 00:00:00+00:00,,,13010065,304.0,A
1994-03-19 00:00:00+00:00,,,13010065,307.0,A
1994-03-20 00:00:00+00:00,,,13010065,303.0,A
1994-03-21 00:00:00+00:00,,,13010065,302.0,A
1994-03-22 00:00:00+00:00,,,13010065,304.0,A
1994-03-23 00:00:00+00:00,,,13010065,306.0,A
1994-03-24 00:00:00+00:00,,,13010065,297.0,A
1994-03-25 00:00:00+00:00,,,13010065,297.0,A
1994-03-26 00:00:00+00:00,,,13010065,296.0,A
1994-03-27 00:00:00+00:00,,,13010065,294.0,A
1994-03-28 00:00:00+00:00,,,13010065,292.0,A
1994-03-29 00:00:00+00:00,,,13010065,283.0,A
1994-03-30 00:00:00+00:00,,,13010065,285.0,A
1994-03-31 00:00:00+00:00,,,13010065,293.0,A
1994-04-01 00:00:00+00:00,,,13010065,308.0,A
1994-04-02 00:00:00+00:00,,,13010065,321.0,A
1994-04-03 00:00:00+00:00,,,13010065,326.0,A
1994-04-04 00:00:00+00:00,,,13010065,340.0,A
1994-04-05 00:00:00+00:00,,,13010065,323.0,A
1994-04-06 00:00:00+00:00,,,13010065,333.0,A
1994-04-07 00:00:00+00:00,,,13010065,332.0,A
1994-04-08 00:00:00+00:00,,,13010065,323.0,A
1994-04-09 00:00:00+00:00,,,13010065,316.0,A
1994-04-10 00:00:00+00:00,,,13010065,321.0,A
1994-04-11 00:00:00+00:00,,,13010065,313.0,A
1994-04-12 00:00:00+00:00,,,13010065,327.0,A
1994-04-13 00:00:00+00:00,,,13010065,354.0,A
1994-04-14 00:00:00+00:00,,,13010065,356.0,A
1994-04-15 00:00:00+00:00,,,13010065,346.0,A
1994-04-16 00:00:00+00:00,,,13010065,387.0,A
1994-04-17 00:00:00+00:00,,,13010065,482.0,A
1994-04-18 00:00:00+00:00,,,13010065,674.0,A
1994-04-19 00:00:00+00:00,,,13010065,929.0,A
1994-04-20 00:00:00+00:00,,,13010065,1300.0,A
1994-04-21 00:00:00+00:00,,,13010065,1770.0,A
1994-04-22 00:00:00+00:00,,,13010065,2130.0,A
1994-04-23 00:00:00+00:00,,,13010065,2400.0,A
1994-04-24 00:00:00+00:00,,,13010065,2250.0,A
1994-04-25 00:00:00+00:00,,,13010065,1790.0,A
1994-04-26 00:00:00+00:00,,,13010065,1470.0,A
1994-04-27 00:00:00+00:00,,,13010065,1210.0,A
1994-04-28 00:00:00+00:00,,,13010065,1070.0,A
1994-04-29 00:00:00+00:00,,,13010065,955.0,A
1994-04-30 00:00:00+00:00,,,13010065,1000.0,A
1994-05-01 00:00:00+00:00,,,13010065,1140.0,A
1994-05-02 00:00:00+00:00,,,13010065,1180.0,A
1994-05-03 00:00:00+00:00,,,13010065,1470.0,A
1994-05-04 00:00:00+00:00,,,13010065,1660.0,A
1994-05-05 00:00:00+00:00,,,13010065,2400.0,A
1994-05-06 00:00:00+00:00,,,13010065,3310.0,A
1994-05-07 00:00:00+00:00,,,13010065,3680.0,A
1994-05-08 00:00:00+00:00,,,13010065,3960.0,A
1994-05-09 00:00:00+00:00,,,13010065,4500.0,A
1994-05-10 00:00:00+00:00,,,13010065,4520.0,A
1994-05-11 00:00:00+00:00,,,13010065,4660.0,A
1994-05-12 00:00:00+00:00,,,13010065,4960.0,A
1994-05-13 00:00:00+00:00,,,13010065,5590.0,A
1994-05-14 00:00:00+00:00,,,13010065,4370.0,A
1994-05-15 00:00:00+00:00,,,13010065,3630.0,A
1994-05-16 00:00:00+00:00,,,13010065,3530.0,A
1994-05-17 00:00:00+00:00,,,13010065,3350.0,A
1994-05-18 00:00:00+00:00,,,13010065,2690.0,A
1994-05-19 00:00:00+00:00,,,13010065,2680.0,A
1994-05-20 00:00:00+00:00,,,13010065,2580.0,A
1994-05-21 00:00:00+00:00,,,13010065,2200.0,A
1994-05-22 00:00:00+00:00,,,13010065,2190.0,A
1994-05-23 00:00:00+00:00,,,13010065,2380.0,A
1994-05-24 00:00:00+00:00,,,13010065,2460.0,A
1994-05-25 00:00:00+00:00,,,13010065,2510.0,A
1994-05-26 00:00:00+00:00,,,13010065,2480.0,A
1994-05-27 00:00:00+00:00,,,13010065,2410.0,A
1994-05-28 00:00:00+00:00,,,13010065,2560.0,A
1994-05-29 00:00:00+00:00,,,13010065,2310.0,A
1994-05-30 00:00:00+00:00,,,13010065,2120.0,A
1994-05-31 00:00:00+00:00,,,13010065,2070.0,A
1994-06-01 00:00:00+00:00,,,13010065,2190.0,A
1994-06-02 00:00:00+00:00,,,13010065,1900.0,A
1994-06-03 00:00:00+00:00,,,13010065,1700.0,A
1994-06-04 00:00:00+00:00,,,13010065,1630.0,A
1994-06-05 00:00:00+00:00,,,13010065,1490.0,A
1994-06-06 00:00:00+00:00,,,13010065,1350.0,A
1994-06-07 00:00:00+00:00,,,13010065,1250.0,A
1994-06-08 00:00:00+00:00,,,13010065,1190.0,A
1994-06-09 00:00:00+00:00,,,13010065,1140.0,A
1994-06-10 00:00:00+00:00,,,13010065,1030.0,A
1994-06-11 00:00:00+00:00,,,13010065,971.0,A
1994-06-12 00:00:00+00:00,,,13010065,955.0,A
1994-06-13 00:00:00+00:00,,,13010065,960.0,A
1994-06-14 00:00:00+00:00,,,13010065,1200.0,A
1994-06-15 00:00:00+00:00,9.6,A,13010065,1060.0,A
1994-06-16 00:00:00+00:00,9.5,A,13010065,1000.0,A
1994-06-17 00:00:00+00:00,11.0,A,13010065,936.0,A
1994-06-18 00:00:00+00:00,13.5,A,13010065,849.0,A
1994-06-19 00:00:00+00:00,14.5,A,13010065,798.0,A
1994-06-20 00:00:00+00:00,15.5,A,13010065,753.0,A
1994-06-21 00:00:00+00:00,15.0,A,13010065,729.0,A
1994-06-22 00:00:00+00:00,15.5,A,13010065,744.0,A
1994-06-23 00:00:00+00:00,16.0,A,13010065,690.0,A
1994-06-24 00:00:00+00:00,15.5,A,13010065,635.0,A
1994-06-25 00:00:00+00:00,16.0,A,13010065,596.0,A
1994-06-26 00:00:00+00:00,15.5,A,13010065,567.0,A
1994-06-27 00:00:00+00:00,14.0,A,13010065,538.0,A
1994-06-28 00:00:00+00:00,15.0,A,13010065,520.0,A
1994-06-29 00:00:00+00:00,16.0,A,13010065,500.0,A
1994-06-30 00:00:00+00:00,16.0,A,13010065,480.0,A
1994-07-01 00:00:00+00:00,17.0,A,13010065,461.0,A
1994-07-02 00:00:00+00:00,16.0,A,13010065,438.0,A
1994-07-03 00:00:00+00:00,15.5,A,13010065,423.0,A
1994-07-04 00:00:00+00:00,15.0,A,13010065,407.0,A
1994-07-05 00:00:00+00:00,15.0,A,13010065,398.0,A
1994-07-06 00:00:00+00:00,13.5,A,13010065,430.0,A
1994-07-07 00:00:00+00:00,14.0,A,13010065,427.0,A
1994-07-08 00:00:00+00:00,16.0,A,13010065,400.0,A
1994-07-09 00:00:00+00:00,17.0,A,13010065,378.0,A
1994-07-10 00:00:00+00:00,17.5,A,13010065,364.0,A
1994-07-11 00:00:00+00:00,17.0,A,13010065,353.0,A
1994-07-12 00:00:00+00:00,16.5,A,13010065,343.0,A
1994-07-13 00:00:00+00:00,16.5,A,13010065,336.0,A
1994-07-14 00:00:00+00:00,16.0,A,13010065,340.0,A
1994-07-15 00:00:00+00:00,17.0,A,13010065,336.0,A
1994-07-16 00:00:00+00:00,18.0,A,13010065,321.0,A
1994-07-17 00:00:00+00:00,18.0,A,13010065,308.0,A
1994-07-18 00:00:00+00:00,17.5,A,13010065,299.0,A
1994-07-19 00:00:00+00:00,17.5,A,13010065,293.0,A
1994-07-20 00:00:00+00:00,17.5,A,13010065,290.0,A
1994-07-21 00:00:00+00:00,18.0,A,13010065,286.0,A
